Age,StateProvinceCode,CustomerLifetimeSpend,Customer1YearSpend,Customer3YearSpend,ThreeYearVisitCount,SkiLoyaltyIndexRating,FrontRangeMarket,CustId,Spend_Winter_2010,Spend_Winter_2011,Spend_Winter_2012,Spend_Winter_2013,Spend_Winter_2014,Spend_Winter_2015,Household1YearSpend,Household3YearSpend,HouseholdLifetimeSpend,NumberOfHouseholdMembers,NumberOfAdults,NumberOfChildren,Pass_Winter_2010,Pass_Winter_2011,Pass_Winter_2012,Pass_Winter_2013,Pass_Winter_2014,Pass_Winter_2015,January_15,February_15,March_15,April_15,November_14,December_14,Ski_Resort1_2014_2015,Ski_Resort2_2014_2015,Ski_Resort3_2014_2015,Ski_Resort4_2014_2015,Ski_Resort5_2014_2015
62,CO,4714.84,997.88,2822.84,13,0.00,1,2256301,0.00,0.00,138.00,0.00,0.00,0.00,997.88,2822.84,3058.84,3,3,0,0,1,1,1,1,1,1,1,3,0,0,1,0,0,6,0,0
57,CO,898,.00,.00,13,10.00,1,2256303,0.00,0.00,0.00,0.00,0.00,0.00,997.88,2822.84,3058.84,3,3,0,1,0,0,0,0,0,1,1,3,0,0,1,0,0,6,0,0
43,CO,3688.43,1138.00,3659.03,14,0.00,1,3367307,0.00,0.00,0.00,0.00,552.00,0.00,1138.00,3822.40,3822.40,6,2,4,0,0,0,0,1,1,3,9,2,4,1,1,0,0,0,0,20
30,CO,805.09,.00,786.00,3,0.00,1,3368652,0.00,0.00,0.00,0.00,207.00,0.00,0.00,786.00,786.00,1,1,0,0,0,0,0,1,0,7,6,2,0,0,1,0,0,0,0,16
52,CO,5402.88,945.05,4298.25,147,0.00,0,3370390,26.66,0.00,0.00,632.00,20.00,316.00,3615.33,8967.82,10393.45,12,8,4,0,0,0,0,1,0,8,4,5,4,1,4,0,0,0,0,26
41,CO,883.82,.00,883.82,5,10.00,1,3534354,0.00,0.00,0.00,0.00,0.00,0.00,0.00,883.82,883.82,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
49,CO,2342.36,229.00,574.60,28,0.00,0,2259952,200.00,600.00,100.00,100.00,150.00,0.00,252.04,609.21,1336.63,3,1,2,0,0,0,1,0,1,1,1,1,1,1,3,0,0,0,0,8
68,CO,3318.48,49.00,1450.48,11,7.41,1,2259963,118.00,17.60,345.00,0.00,69.00,0.00,49.00,1450.48,1844.48,3,2,1,0,1,1,1,1,1,2,2,2,0,0,0,0,0,0,0,6
56,CO,7133.72,1363.56,4190.12,32,0.00,1,2260020,0.00,0.00,0.00,118.00,0.00,0.00,1815.41,5664.60,6166.10,4,4,0,1,1,1,1,1,1,4,3,1,2,1,3,0,0,0,0,14
69,CO,6677.9,1995.82,4072.24,35,10.00,1,2260022,17.60,0.00,0.00,20.00,0.00,0.00,4227.27,8482.79,8698.79,4,4,0,0,1,1,1,1,0,1,3,3,2,0,0,0,0,0,0,9
51,CO,688,78.00,78.00,5,0.00,1,1003573,0.00,200.00,0.00,0.00,0.00,78.00,78.00,78.00,78.00,1,1,0,0,1,0,0,0,0,0,1,3,0,0,1,0,0,2,0,3
83,CO,2502.13,368.74,1278.74,10,0.00,1,1004660,230.00,0.00,296.00,295.00,366.00,179.00,368.74,1278.74,1605.13,1,1,0,0,1,1,1,0,0,2,2,3,0,0,0,0,0,0,0,7
41,CO,5537.94,2044.53,4587.58,22,0.00,1,1004775,0.00,0.00,456.00,683.00,569.00,903.00,2044.53,5096.05,6493.41,3,3,0,0,0,0,0,0,0,1,2,4,0,0,0,0,0,0,0,7
70,CO,3411.48,540.94,1474.48,25,0.00,1,1005730,354.00,0.00,0.00,0.00,0.00,0.00,540.94,1474.48,1670.48,1,1,0,0,1,1,1,1,1,3,7,11,7,1,3,0,0,1,0,31
41,CO,15279.73,2730.85,7823.83,24,10.00,1,1005762,415.00,100.00,264.00,0.00,0.00,0.00,2734.14,7965.12,9197.12,4,2,2,0,1,1,1,1,1,4,4,1,0,0,0,0,0,0,0,9
38,CO,5832.11,2464.11,5832.11,23,10.00,0,3534747,0.00,0.00,0.00,0.00,414.00,199.00,2625.70,5996.93,5996.93,5,3,2,0,0,0,0,1,1,4,7,8,0,0,0,0,0,0,0,19
54,CO,750.72,333.44,750.72,6,10.00,1,3534797,0.00,0.00,0.00,0.00,0.00,318.00,333.44,1172.31,1172.31,5,3,2,0,0,0,0,1,0,0,0,2,0,0,2,0,0,0,0,4
27,CO,847.4,634.94,847.40,7,0.00,1,3534890,0.00,0.00,0.00,0.00,207.00,0.00,634.94,1865.40,1865.40,3,3,0,0,0,0,0,0,1,4,0,2,2,0,1,0,0,0,0,9
70,CO,2780.24,1027.88,2780.24,14,9.23,1,3534972,0.00,0.00,0.00,99.00,0.00,0.00,1027.88,2681.24,2780.24,5,3,2,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1
14,CO,370.46,117.01,302.63,45,0.00,0,3537164,0.00,0.00,0.00,0.00,0.00,0.00,769.84,4650.67,5055.53,6,4,2,0,0,0,0,0,1,4,4,5,0,2,7,0,0,22,0,0
44,CO,7337.69,2189.82,7337.69,41,9.65,0,3537187,0.00,0.00,0.00,158.00,79.00,0.00,2209.36,8124.77,10847.77,4,2,2,0,0,0,1,1,1,5,5,2,0,1,8,0,0,21,0,0
60,CO,2053.34,1079.00,1838.34,21,6.18,1,3537205,0.00,0.00,0.00,149.00,0.00,0.00,1673.00,2432.34,2432.34,3,3,0,1,0,0,0,1,1,2,5,0,0,0,0,0,0,5,0,2
11,CO,189.94,29.94,29.94,103,0.00,0,3537289,0.00,0.00,0.00,0.00,0.00,0.00,2394.44,4699.68,4810.21,4,2,2,0,0,0,0,0,1,13,11,4,0,3,9,0,0,40,0,0
45,CO,4882.34,.00,1117.00,6,7.47,1,1009722,0.00,0.00,79.00,0.00,0.00,0.00,0.00,1124.84,2656.51,4,2,2,0,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0,3
38,CO,2413,499.00,1068.00,6,10.00,1,1009791,118.00,0.00,0.00,0.00,0.00,0.00,728.00,1302.96,1742.96,5,4,1,1,1,0,0,1,1,1,2,2,0,0,1,0,0,2,0,4
32,CO,1240.93,389.00,588.00,2,10.00,1,1009926,450.00,159.00,0.00,0.00,199.00,0.00,389.00,588.00,588.00,2,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,2
54,CO,987.5,439.00,668.50,2,10.00,1,1010090,0.00,99.00,0.00,0.00,0.00,0.00,439.00,668.50,668.50,1,1,0,0,0,1,0,1,1,7,3,3,1,0,2,0,0,0,0,16
50,CO,25660.17,3042.26,10752.63,49,10.00,1,1014504,200.00,69.00,0.00,59.00,0.00,0.00,3204.58,11193.79,11514.98,7,3,4,0,1,1,1,1,1,6,3,2,3,2,4,0,0,0,0,20
61,CO,10583.93,2392.64,6139.80,62,8.82,1,1014652,150.00,0.00,0.00,0.00,0.00,0.00,2508.80,6544.57,6691.57,3,2,1,0,1,1,1,1,1,5,3,5,6,1,2,0,0,0,0,22
52,CO,1698.82,.00,84.82,6,0.00,0,2260174,118.00,0.00,0.00,0.00,69.00,0.00,909.48,1851.30,2589.30,2,2,0,1,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,6
55,CO,4330.89,147.00,1083.89,28,0.00,1,2260225,177.00,69.00,0.00,250.00,138.00,0.00,1586.00,5486.62,5771.62,7,7,0,0,1,1,1,0,0,6,8,4,5,1,2,0,0,3,0,23
54,CO,6282,798.00,2374.00,7,10.00,1,2260241,59.00,0.00,0.00,0.00,0.00,0.00,815.00,2391.00,3416.00,4,4,0,0,1,1,1,1,1,9,8,9,8,2,6,0,0,0,0,42
53,CO,389,.00,389.00,1,4.21,1,3032290,0.00,0.00,0.00,0.00,0.00,0.00,0.00,389.00,389.00,2,2,0,0,0,0,0,1,0,2,2,1,2,0,0,0,0,0,0,7
37,CO,1103.9,302.07,941.07,8,10.00,1,3065147,69.00,0.00,0.00,0.00,200.00,199.00,302.07,1010.07,1217.07,2,2,0,0,0,0,0,1,0,0,2,1,0,0,1,0,0,2,0,2
34,CO,1137,559.00,1088.00,7,10.00,1,3086241,0.00,0.00,0.00,0.00,0.00,0.00,1151.54,2541.86,2541.86,2,2,0,0,0,0,0,1,1,1,0,0,2,1,1,0,0,0,0,5
26,CO,10372.2,2596.94,7738.20,38,0.00,0,3542671,0.00,0.00,419.00,449.00,0.00,0.00,2728.32,9027.49,9734.85,3,3,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,3
32,CO,576.36,47.36,576.36,3,10.00,1,3544064,0.00,0.00,0.00,0.00,0.00,0.00,47.36,576.36,576.36,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
39,CO,3819.05,1347.00,3373.20,14,0.00,1,3544189,0.00,297.00,0.00,0.00,0.00,349.00,1347.00,3373.20,3373.20,2,2,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
31,CO,2418.82,1228.34,2418.82,17,9.72,1,3544205,0.00,0.00,0.00,0.00,69.00,0.00,2452.28,4732.92,4732.92,3,3,0,0,0,0,0,1,1,4,4,4,3,1,1,0,0,0,0,17
33,CO,1629.22,.00,1629.22,9,0.00,1,3544257,0.00,0.00,0.00,159.00,0.00,0.00,0.00,2198.22,2198.22,2,2,0,0,0,0,0,1,1,0,1,1,0,2,1,0,0,2,0,3
29,CO,1230,428.56,1230.00,13,9.55,1,3545425,0.00,0.00,0.00,0.00,138.00,0.00,428.56,1230.00,1230.00,1,1,0,0,0,0,0,1,1,4,2,3,0,0,2,0,0,0,0,11
61,CO,665.68,497.14,665.68,14,4.41,1,3545427,0.00,0.00,0.00,0.00,159.00,0.00,1062.88,2765.24,3204.24,3,3,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,3
38,CO,1177,579.00,1177.00,13,0.00,1,3545611,0.00,0.00,0.00,0.00,69.00,0.00,12.66,2410.74,2410.74,3,3,0,0,0,0,0,1,1,1,1,0,5,1,1,0,0,0,0,9
31,CO,1059.59,620.59,1059.59,4,10.00,1,3545845,0.00,0.00,0.00,0.00,0.00,23.00,2017.59,2895.59,2895.59,3,2,1,0,0,0,0,1,1,2,2,0,0,0,1,0,0,0,0,5
25,CO,951,.00,951.00,4,0.00,0,3546020,0.00,0.00,0.00,0.00,552.00,0.00,0.00,951.00,951.00,1,1,0,0,0,0,0,1,0,9,0,6,1,0,3,0,0,0,0,19
20,CO,586.48,84.82,586.48,24,0.00,1,3546447,0.00,0.00,0.00,0.00,69.00,0.00,891.96,1712.85,2864.35,3,3,0,0,0,0,0,1,0,3,1,1,0,4,2,0,0,1,0,10
39,CO,1030.05,840.88,1030.05,7,0.00,0,3546561,0.00,0.00,0.00,0.00,159.00,0.00,840.88,1323.98,1323.98,2,2,0,0,0,0,0,0,1,1,0,0,4,0,0,0,0,0,0,5
34,CO,998.22,798.00,998.22,7,0.00,1,3546590,0.00,0.00,0.00,0.00,128.00,0.00,798.00,1815.78,1815.78,4,2,2,0,0,0,0,0,0,0,2,3,0,1,0,0,0,0,0,6
38,CO,2279.17,420.00,977.00,7,0.69,1,3546629,0.00,0.00,0.00,0.00,69.00,0.00,420.00,977.00,977.00,1,1,0,0,0,0,0,1,1,0,0,1,2,0,0,0,0,0,0,3
40,CO,2190.48,1058.00,2190.48,10,7.76,1,3547483,0.00,0.00,0.00,0.00,276.00,0.00,1058.00,2190.48,2190.48,2,1,1,0,0,0,0,1,1,4,0,2,0,1,0,0,0,0,0,7
29,CO,508,.00,508.00,2,4.40,1,3547656,0.00,0.00,0.00,0.00,69.00,0.00,0.00,508.00,508.00,1,1,0,0,0,0,0,1,0,2,3,0,0,0,0,0,0,0,0,5
42,CO,1664,.00,1664.00,3,10.00,1,3547674,0.00,0.00,0.00,0.00,69.00,0.00,0.00,1684.25,1684.25,5,2,3,0,0,0,0,1,0,0,1,1,0,0,2,0,0,0,0,4
29,CO,826,.00,826.00,24,0.00,1,3547706,0.00,0.00,0.00,0.00,159.00,358.00,1368.65,6127.70,7774.70,7,6,1,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,5
58,CO,4937,2353.00,4758.00,15,0.00,0,1014986,0.00,0.00,149.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1,0,0,0,0,1,1,1,0,0,0,1,0,2,0,0,0,0,3
40,CO,9799.9,3915.36,7000.70,16,10.00,1,1015424,0.00,0.00,404.72,0.00,138.00,0.00,3915.36,7000.70,7715.90,3,2,1,1,1,1,1,1,1,2,5,2,0,0,1,0,0,0,0,10
56,CO,10387.05,1477.98,4228.01,26,9.23,1,1015705,217.00,0.00,0.00,0.00,0.00,0.00,1509.25,4327.21,7285.68,4,4,0,0,1,1,1,1,1,2,0,1,0,0,2,0,0,0,0,5
57,CO,4270,728.00,1334.00,8,10.00,1,1015806,745.00,0.00,894.00,0.00,606.00,0.00,1157.00,1763.00,2757.00,5,4,1,0,1,1,0,0,1,1,3,0,0,0,0,0,0,0,0,4
45,CO,676.94,78.94,676.94,7,10.00,1,3548024,0.00,0.00,0.00,0.00,69.00,0.00,78.94,1205.94,1205.94,3,2,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,2
26,CO,1173,49.00,1173.00,29,0.00,1,3548067,0.00,0.00,0.00,0.00,256.00,0.00,1956.85,3674.99,4157.51,6,5,1,0,0,0,0,1,1,0,1,5,0,1,5,0,0,0,0,12
51,CO,598,.00,598.00,3,0.00,1,3548092,0.00,0.00,0.00,0.00,69.00,0.00,0.00,598.00,598.00,1,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,2
37,CO,927,398.00,927.00,3,0.00,1,3548142,0.00,0.00,0.00,0.00,0.00,398.00,398.00,927.00,927.00,1,1,0,0,0,0,0,1,0,0,1,3,1,0,0,0,0,0,0,5
60,CO,1985.84,1464.90,1887.84,10,0.00,1,3548208,98.00,0.00,0.00,0.00,0.00,0.00,1464.90,2157.94,2157.94,7,4,3,0,0,0,0,1,1,2,1,1,3,0,1,0,0,0,0,8
45,CO,4445.89,.00,2005.71,19,9.52,1,2260495,413.00,0.00,0.00,547.00,199.00,0.00,0.00,2205.55,3098.90,4,2,2,1,0,1,1,1,0,1,0,0,0,0,2,0,0,0,0,3
50,CO,2240.5,396.00,995.50,9,10.00,1,2260506,0.00,69.00,69.00,118.00,297.00,0.00,799.26,1398.76,1467.76,3,2,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1
34,CO,698,490.00,698.00,7,10.00,1,2261015,0.00,0.00,0.00,0.00,159.00,0.00,490.00,698.00,698.00,1,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,3,0,0
62,CO,1157,559.00,1157.00,5,0.00,1,2261290,0.00,0.00,0.00,0.00,69.00,0.00,559.00,1157.00,1157.00,4,4,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,2
31,CO,2609.96,624.11,1582.87,10,9.36,1,3158071,0.00,69.00,0.00,0.00,345.00,0.00,624.11,1582.87,1582.87,3,3,0,0,0,0,0,1,1,5,4,0,0,0,0,0,0,0,0,9
50,CO,695,218.00,357.00,5,8.26,1,3177639,0.00,0.00,0.00,0.00,139.00,169.00,49.00,357.00,357.00,1,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,3,0,0
29,CO,1811.53,78.94,716.93,0,10.00,1,3199767,0.00,83.18,189.28,89.00,94.00,0.00,157.88,795.87,1601.96,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
27,CO,4543.67,1235.14,3263.95,8,0.00,1,3224601,0.00,0.00,598.00,0.00,69.00,0.00,1859.48,3888.29,3888.29,1,1,0,0,0,0,1,1,1,2,1,4,0,1,3,0,0,0,0,11
29,CO,707,178.00,707.00,4,9.00,1,3548544,0.00,0.00,0.00,0.00,0.00,178.00,178.00,707.00,707.00,1,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,4
40,CO,2884.26,270.26,2884.26,10,9.27,1,3548578,0.00,0.00,0.00,0.00,0.00,0.00,341.38,2988.53,2988.53,5,2,3,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,3
29,CO,1441.23,599.00,1441.23,12,0.00,1,3548628,0.00,0.00,0.00,0.00,276.00,0.00,1237.79,2873.44,2873.44,2,2,0,0,0,0,0,1,1,7,1,1,0,0,3,0,0,0,0,12
32,CO,2171.47,845.00,2171.47,19,0.00,1,3548669,0.00,0.00,0.00,0.00,138.00,0.00,1261.26,2751.27,2751.27,3,3,0,0,0,0,0,1,1,2,1,5,1,0,2,0,0,0,0,11
44,CO,2398.76,68.02,2398.76,11,0.00,1,3548710,0.00,0.00,0.00,0.00,418.00,358.00,884.42,3267.44,3267.44,4,2,2,0,0,0,0,1,1,0,2,3,0,0,0,0,0,0,0,5
27,CO,729.74,169.00,729.74,5,0.00,1,3549130,0.00,0.00,0.00,0.00,0.00,169.00,169.00,729.74,729.74,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
50,CO,2982.49,1294.11,2982.49,30,0.00,1,3549146,0.00,0.00,0.00,0.00,118.00,0.00,1294.11,9564.35,11998.82,7,3,4,0,0,0,0,1,1,2,0,0,0,4,1,0,0,0,0,7
48,CO,3446.14,2444.00,3446.14,6,10.00,1,3549194,0.00,0.00,0.00,0.00,636.00,0.00,2449.00,3451.14,3451.14,4,1,3,0,0,0,0,1,1,2,3,3,0,0,0,0,0,0,0,8
36,CO,992.23,.00,992.23,8,0.00,1,3549264,0.00,0.00,0.00,0.00,238.00,0.00,36.02,1041.83,1041.83,3,2,1,0,0,0,0,1,0,6,2,2,1,0,4,0,0,0,0,15
46,CO,866,.00,866.00,1,10.00,1,3349961,0.00,0.00,0.00,0.00,358.00,0.00,0.00,866.00,866.00,6,3,3,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,3
77,CO,27128.99,4991.84,17373.90,36,0.00,0,3350264,0.00,138.00,0.00,190.00,671.00,901.00,5000.27,17560.31,19970.40,3,2,1,0,1,1,1,1,1,4,3,2,0,0,3,0,0,12,0,0
48,CO,2902.3,.00,2902.30,24,0.00,1,3350445,0.00,0.00,0.00,0.00,298.65,0.00,0.00,4616.70,4616.70,4,2,2,0,0,0,0,1,0,2,7,3,6,3,1,0,0,0,0,22
44,CO,10316.78,34.11,276.20,45,0.00,0,3350463,0.00,0.00,0.00,0.00,0.00,0.00,1277.84,3678.36,4105.84,6,5,1,0,1,1,0,0,0,11,5,5,3,2,9,0,0,35,0,0
34,CO,663.2,179.00,663.20,7,10.00,1,3549964,0.00,0.00,0.00,99.20,0.00,179.00,179.00,1195.34,1195.34,2,2,0,0,0,0,0,1,0,2,2,2,0,1,3,0,0,0,0,10
27,CO,647,.00,647.00,5,0.00,1,3550121,0.00,0.00,0.00,0.00,118.00,0.00,998.00,2174.00,2174.00,2,2,0,0,0,0,0,1,0,1,0,0,0,3,0,0,0,0,0,4
49,CO,2328.19,121.19,2328.19,13,3.47,1,3550205,0.00,0.00,0.00,0.00,0.00,0.00,528.19,2735.19,2735.19,4,2,2,0,0,0,0,1,1,1,0,1,2,0,0,0,0,0,0,4
31,CO,725.14,420.00,725.14,10,6.94,1,3550223,0.00,0.00,0.00,0.00,228.00,0.00,1247.00,1552.14,1552.14,2,2,0,0,0,0,0,0,1,0,0,1,2,0,2,0,0,0,0,5
33,CO,629.94,.00,629.94,4,10.00,1,3550759,0.00,0.00,0.00,0.00,207.00,0.00,0.00,629.94,629.94,1,1,0,0,0,0,0,1,0,3,7,1,2,3,7,0,0,2,0,21
46,CO,1131.14,434.06,1131.14,14,0.00,1,3550800,0.00,0.00,0.00,0.00,0.00,0.00,553.06,1250.14,1250.14,2,2,0,0,0,0,0,1,1,3,1,1,1,1,1,0,0,0,0,8
46,CO,2211.79,214.21,2211.79,22,10.00,1,3535472,0.00,0.00,0.00,0.00,0.00,0.00,617.26,2683.84,2683.84,6,3,3,0,0,0,0,1,1,14,9,9,2,2,14,0,0,0,0,50
44,CO,4060,1008.00,4060.00,19,0.00,1,3535487,0.00,0.00,0.00,0.00,0.00,10.00,1008.00,4060.00,4060.00,5,2,3,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,2
31,CO,867.01,.00,867.01,5,8.39,1,3536856,0.00,0.00,0.00,0.00,138.00,0.00,0.00,867.01,867.01,1,1,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,5
27,CO,1374.13,559.00,1374.13,5,0.00,0,3536957,0.00,0.00,0.00,0.00,0.00,0.00,559.00,1374.13,1374.13,2,2,0,0,0,0,0,1,1,0,1,1,0,0,2,0,0,0,0,4
47,CO,7808.18,2098.54,5164.18,55,10.00,0,3537157,0.00,0.00,0.00,0.00,30.00,25.00,2408.28,6132.47,7364.95,4,2,2,0,1,1,1,1,1,20,9,20,8,4,23,0,0,84,0,0
29,CO,798.5,479.00,798.50,4,0.00,1,3550834,0.00,0.00,0.00,0.00,100.00,0.00,479.00,798.50,798.50,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
42,CO,3847.04,1776.00,3847.04,8,7.12,1,3551409,0.00,0.00,0.00,0.00,483.00,0.00,1776.00,4541.44,4541.44,2,2,0,0,0,0,0,1,1,1,11,0,0,0,0,0,0,0,0,12
26,CO,643.08,204.08,643.08,5,0.00,1,3551441,0.00,0.00,0.00,0.00,0.00,25.00,204.08,643.08,643.08,2,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
25,CO,708.5,389.00,708.50,4,0.00,0,3551450,0.00,0.00,0.00,0.00,100.00,0.00,389.00,943.00,943.00,3,3,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,3
46,CO,1223.92,1118.00,1223.92,8,0.00,1,3551452,0.00,0.00,0.00,0.00,69.00,0.00,1118.00,2433.84,2433.84,2,2,0,0,0,0,0,0,1,0,2,3,0,0,0,0,0,0,0,5
41,CO,4189.93,2183.68,4189.93,29,9.36,1,3542339,0.00,0.00,0.00,0.00,100.00,0.00,2199.84,4206.09,4206.09,4,2,2,0,0,0,0,1,1,9,11,9,4,2,10,0,0,37,0,8
31,CO,713.18,.00,713.18,3,7.66,0,3542558,0.00,0.00,0.00,0.00,138.00,0.00,0.00,713.18,713.18,1,1,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,3
45,CO,716.89,.00,716.89,6,0.00,1,3542672,0.00,0.00,0.00,0.00,398.00,0.00,0.00,725.79,725.79,4,2,2,0,0,0,0,1,0,1,3,0,0,0,0,0,0,2,0,2
51,CO,4369.46,1563.38,2909.46,28,0.00,1,3542942,417.00,447.00,596.00,298.00,338.00,149.00,2165.02,3563.98,3563.98,5,3,2,0,0,0,1,1,1,1,4,4,3,0,3,0,0,0,0,15
64,CO,1427,.00,529.00,7,7.09,1,3542989,0.00,0.00,79.00,0.00,0.00,0.00,177.45,1322.55,1421.55,2,2,0,0,1,1,1,1,0,0,4,0,0,0,0,0,0,4,0,0
56,CO,2633.82,.00,1004.82,8,5.93,0,3337992,199.00,0.00,334.00,0.00,138.00,0.00,0.00,1004.82,1387.82,3,2,1,0,1,1,1,1,0,0,0,0,0,0,4,0,0,0,0,4
24,CO,1039,489.00,1039.00,16,0.00,1,3344190,0.00,0.00,0.00,0.00,221.00,0.00,577.76,1723.32,2389.32,3,2,1,0,0,0,0,1,1,0,0,2,0,0,0,0,0,2,0,0
38,CO,2880,1217.00,2880.00,10,8.34,1,3345519,0.00,0.00,0.00,0.00,12.50,0.00,1222.00,3476.50,3774.50,4,2,2,0,0,0,0,1,1,1,1,2,1,2,2,0,0,0,0,9
59,CO,23271.08,3605.02,11201.05,38,10.00,0,3350267,0.00,236.00,838.00,528.00,676.00,0.00,4387.02,12912.37,15260.27,3,3,0,0,0,1,1,1,0,20,18,16,0,0,0,0,0,54,0,0
42,CO,1170.89,.00,1170.89,8,0.00,1,3552188,0.00,0.00,0.00,0.00,621.00,0.00,0.00,1448.89,1448.89,4,4,0,0,0,0,0,1,0,1,5,3,7,0,0,0,0,0,0,16
30,CO,632.31,.00,632.31,5,0.00,1,3552229,0.00,0.00,0.00,0.00,207.00,0.00,149.00,781.31,825.31,3,3,0,0,0,0,0,1,0,0,2,3,0,0,1,0,0,0,0,6
22,CO,675,.00,675.00,7,6.91,1,3552263,0.00,0.00,0.00,0.00,276.00,0.00,0.00,741.19,741.19,2,2,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,5
38,CO,3404,1775.00,3404.00,13,8.31,1,3552297,0.00,0.00,0.00,0.00,0.00,0.00,1854.58,3537.89,3537.89,3,2,1,0,0,0,0,1,1,3,2,2,0,0,0,0,0,0,0,7
36,CO,1594,467.00,1594.00,7,10.00,1,3544545,0.00,0.00,0.00,0.00,69.00,418.00,1056.00,2183.00,2183.00,1,1,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,3
32,CO,556.85,.00,519.92,3,0.00,1,3544580,0.00,0.00,0.00,0.00,69.00,0.00,0.00,519.92,519.92,1,1,0,0,0,0,0,1,0,5,3,0,1,2,1,0,0,0,0,12
37,CO,415.88,157.88,415.88,10,9.55,1,3545230,0.00,0.00,0.00,258.00,0.00,0.00,997.88,2468.16,2468.16,2,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2
33,CO,2162.21,.00,2162.21,11,8.66,1,3545364,0.00,0.00,0.00,0.00,207.00,0.00,0.00,2162.21,2162.21,2,2,0,0,0,0,0,1,0,1,0,3,4,0,4,0,0,2,0,10
64,CO,1736.83,305.96,309.83,16,10.00,1,3534348,100.00,100.00,474.00,280.00,0.00,298.00,305.96,607.83,607.83,1,1,0,0,1,0,1,1,0,3,7,2,3,1,1,0,0,2,0,15
66,CO,1076,.00,647.00,9,5.57,1,3534355,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1435.08,1435.08,2,2,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1
34,CO,1222.51,420.00,1222.51,12,0.92,1,3534378,0.00,0.00,0.00,420.00,0.00,0.00,420.00,1222.51,1222.51,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,2
24,CO,1008.67,189.00,1008.67,10,0.00,1,3534396,0.00,0.00,0.00,0.00,0.00,20.69,879.53,3077.43,3077.43,4,2,2,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2
32,CO,1207,.00,1207.00,5,0.00,1,3552756,0.00,0.00,0.00,149.00,0.00,0.00,0.00,1207.00,1207.00,1,1,0,0,0,0,0,1,0,0,1,0,2,0,1,0,0,0,0,4
37,CO,765.26,.00,598.00,10,0.00,1,3552772,0.00,0.00,157.79,0.00,69.00,0.00,1815.00,2529.39,2696.65,5,3,2,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,3
27,CO,688,49.00,688.00,4,0.00,1,3552797,0.00,0.00,0.00,0.00,200.00,0.00,49.00,688.00,688.00,1,1,0,0,0,0,0,1,0,2,0,4,0,0,1,0,0,4,0,3
32,CO,1544.74,915.00,1544.74,9,5.92,1,3552804,0.00,0.00,0.00,0.00,69.00,579.00,915.00,1544.74,1544.74,5,5,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,2
45,CO,965.16,.00,965.16,4,0.00,1,3534732,0.00,0.00,0.00,0.00,138.00,0.00,0.00,970.62,970.62,4,2,2,0,0,0,0,1,0,2,1,3,0,1,1,0,0,0,0,8
52,CO,2012.97,1090.29,2012.97,15,0.00,1,3534796,0.00,0.00,0.00,0.00,276.00,0.00,1090.29,2012.97,2012.97,2,1,1,0,0,0,0,1,1,0,6,0,0,0,0,0,0,0,0,6
