Age,StateProvinceCode,CustomerLifetimeSpend,Customer1YearSpend,Customer3YearSpend,ThreeYearVisitCount,SkiLoyaltyIndexRating,FrontRangeMarket,CustId,Spend_Winter_2010,Spend_Winter_2011,Spend_Winter_2012,Spend_Winter_2013,Spend_Winter_2014,Spend_Winter_2015,Household1YearSpend,Household3YearSpend,HouseholdLifetimeSpend,NumberOfHouseholdMembers,NumberOfAdults,NumberOfChildren,Pass_Winter_2010,Pass_Winter_2011,Pass_Winter_2012,Pass_Winter_2013,Pass_Winter_2014,Pass_Winter_2015,January_15,February_15,March_15,April_15,November_14,December_14,Ski_Resort1_2014_2015,Ski_Resort2_2014_2015,Ski_Resort3_2014_2015,Ski_Resort4_2014_2015,Ski_Resort5_2014_2015
19,CO,3635,.00,2081.00,12,7.57,1,1124635,0.00,458.00,0.00,298.00,318.00,0.00,1215.00,2748.00,3892.00,5,2,3,1,1,0,1,1,0,3,0,0,0,0,0,0,0,0,0,3
51,CO,5286.95,147.00,1987.70,33,0.00,1,1124683,348.00,69.00,69.00,118.00,69.00,0.00,567.00,4447.61,4663.61,6,4,2,0,1,1,1,1,0,2,0,2,2,4,4,0,0,0,0,14
50,CO,2214.57,.00,1837.00,13,10.00,0,1123710,177.00,0.00,0.00,325.00,414.00,0.00,0.00,2915.00,4236.78,2,2,0,0,0,0,0,1,0,1,2,10,0,0,0,0,0,0,0,13
69,CO,3489.27,1964.11,2433.27,21,10.00,1,1123711,59.00,0.00,79.00,118.00,345.00,0.00,2276.85,3978.01,4895.01,6,6,0,0,1,0,0,0,1,9,2,1,0,0,2,0,0,0,0,14
69,CO,3961.72,101.80,1333.80,21,10.00,1,1123712,118.00,0.00,0.00,354.00,0.00,0.00,2276.85,3978.01,4895.01,6,6,0,0,0,1,1,1,0,0,1,2,0,0,0,0,0,0,0,3
66,CO,4996,49.00,2165.00,9,10.00,1,1123727,0.00,0.00,0.00,0.00,69.00,0.00,49.00,2165.00,2263.00,4,4,0,0,1,1,1,1,1,1,0,1,0,0,2,0,0,0,0,4
52,CO,3486.02,641.00,1338.02,6,10.00,1,1134576,278.00,298.00,597.00,0.00,676.00,636.00,653.85,1350.87,1947.87,4,2,2,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,4
65,CO,5769.41,1157.00,3066.00,20,10.00,1,1134621,0.00,69.00,65.00,59.00,414.00,0.00,1178.61,3101.20,3199.20,4,2,2,1,1,1,1,1,1,4,0,8,2,0,2,0,0,0,0,16
37,CO,906,.00,.00,0,0.00,1,1135332,0.00,159.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,2,2,0,0,0,1,0,0,0,1,1,2,0,0,0,0,0,0,0,4
55,CO,3438.44,469.00,1735.92,15,8.13,1,1135407,354.00,0.00,0.00,336.00,69.00,0.00,469.00,1735.92,1784.92,2,1,1,0,1,1,1,1,1,1,1,3,1,0,2,0,0,2,0,6
54,CO,2002,179.00,487.00,3,10.00,1,1124862,278.00,149.00,228.00,149.00,159.00,179.00,358.00,517.00,745.00,4,4,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
46,CO,9610.66,4061.58,6274.66,48,10.00,1,1124999,0.00,289.04,0.00,118.00,145.00,0.00,4153.79,10848.04,13804.04,4,2,2,0,1,0,1,1,1,10,8,8,0,2,8,0,0,0,0,36
48,CO,4579.5,1186.40,2860.70,27,0.00,1,1125029,348.00,345.00,0.00,0.00,0.00,0.00,1186.40,2860.70,3009.07,2,1,1,0,1,1,1,1,1,0,2,4,5,0,1,0,0,2,0,10
44,CO,10801.11,3648.24,7346.92,20,9.04,1,1125047,59.00,0.00,0.00,0.00,0.00,0.00,3808.43,8242.94,8601.36,6,4,2,1,1,1,1,1,1,0,2,0,0,0,1,0,0,0,0,3
33,CO,4207,1404.00,2192.00,16,0.00,0,1136398,0.00,0.00,0.00,0.00,0.00,101.00,1979.87,3250.54,4008.54,6,6,0,1,1,1,1,1,1,0,2,0,0,0,1,0,0,0,0,3
34,CO,1027.24,.00,580.80,6,0.00,1,1136400,0.00,0.00,0.00,0.00,138.00,0.00,0.00,580.80,580.80,2,2,0,0,0,0,0,1,0,0,2,0,0,2,3,0,0,0,0,7
49,CO,2181.22,369.00,1025.64,6,0.00,0,1136441,0.00,0.00,0.00,59.00,69.00,0.00,369.00,1025.64,1265.22,1,1,0,1,1,1,1,1,1,0,0,3,0,0,0,0,0,0,0,3
34,CO,3546.78,1373.96,2568.78,18,9.74,1,1136482,0.00,0.00,0.00,0.00,138.00,0.00,1502.96,2697.78,3675.78,4,3,1,0,0,0,1,1,1,0,1,0,4,0,4,0,0,0,0,9
58,CO,6241.52,.00,1898.52,8,10.00,0,1126485,0.00,59.00,0.00,0.00,0.00,0.00,0.00,1898.52,1997.52,5,5,0,0,1,1,1,1,0,2,2,2,0,2,2,0,0,10,0,0
54,CO,4720.68,333.03,2185.30,13,10.00,1,1126487,0.00,0.00,436.00,596.00,119.00,507.00,656.86,2843.84,2843.84,4,4,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,2
43,CO,2294.88,498.94,1129.88,14,0.00,1,1126535,0.00,596.00,149.00,159.00,0.00,0.00,1088.41,2167.35,2316.35,4,3,1,1,0,0,0,1,1,3,3,1,2,1,0,0,0,0,0,10
48,CO,9601.64,399.00,8943.53,12,10.00,1,1126551,0.00,0.00,0.00,179.00,248.00,0.00,399.00,8943.53,9174.61,1,1,0,0,0,0,0,0,1,2,1,1,0,1,0,0,0,0,0,5
38,CO,3884,579.00,1624.00,12,10.00,1,1129226,118.00,138.00,69.00,236.00,0.00,0.00,579.00,1863.00,1981.00,2,2,0,1,1,1,1,1,1,2,5,0,0,0,2,0,0,2,0,7
23,CO,174,.00,118.00,49,10.00,1,1129561,0.00,10.00,0.00,118.00,0.00,0.00,369.50,1652.12,1952.12,7,6,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2
39,CO,1187.64,.00,159.00,3,0.00,1,1138913,0.00,0.00,0.00,0.00,159.00,0.00,0.00,159.00,159.00,2,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
48,CO,3150.47,611.47,1469.47,15,0.00,1,1138942,0.00,345.00,0.00,0.00,0.00,0.00,611.47,1469.47,1518.47,1,1,0,0,1,1,1,1,1,14,13,7,7,6,14,0,0,4,0,57
67,CO,1296.41,179.00,767.00,7,9.20,1,1139017,0.00,0.00,149.00,0.00,159.00,358.00,179.00,767.00,901.26,2,2,0,1,1,1,1,1,0,1,1,3,0,2,2,0,0,0,0,9
37,CO,2456.52,1600.63,2456.52,10,10.00,1,1139944,0.00,0.00,0.00,0.00,69.00,0.00,1600.63,2456.52,2456.52,4,2,2,0,0,0,0,1,1,1,1,0,0,1,3,0,0,0,0,6
31,CO,3100.86,798.00,2262.86,7,10.00,1,1140019,0.00,0.00,0.00,200.00,0.00,0.00,798.00,2272.68,2272.68,2,2,0,1,0,0,1,1,1,0,0,3,0,0,1,0,0,0,0,4
28,CO,3164,469.00,1872.00,25,0.00,1,1140169,59.00,129.00,79.00,236.00,199.00,0.00,668.00,2270.00,2497.00,2,2,0,0,0,1,1,1,1,4,0,3,1,0,2,0,0,5,0,5
59,CO,3020.82,84.34,783.19,21,10.00,1,1129575,0.00,0.00,0.00,298.00,159.00,0.00,504.34,1660.33,1878.33,3,3,0,0,1,1,0,0,1,1,0,2,0,0,1,0,0,0,0,4
42,CO,5683.8,919.00,3131.80,23,10.00,1,1130648,293.00,425.00,69.00,1037.00,604.00,0.00,919.00,3131.80,3269.80,3,3,0,0,1,1,1,1,1,4,4,2,0,1,4,0,0,0,0,15
28,CO,2942,509.00,1317.00,14,0.00,1,1130681,0.00,69.00,0.00,0.00,0.00,0.00,509.00,1317.00,1800.36,3,3,0,0,1,1,1,1,1,1,1,4,0,2,3,0,0,0,0,11
42,CO,1551.35,.00,1013.35,4,0.00,1,1130712,0.00,0.00,69.00,59.00,0.00,0.00,0.00,1013.35,1551.35,1,1,0,0,0,1,1,1,0,4,2,1,0,0,0,0,0,0,0,7
52,CO,9047.87,1831.02,4581.87,25,10.00,0,1130713,0.00,0.00,0.00,354.00,0.00,0.00,1837.04,4795.20,5622.20,3,2,1,0,1,1,1,1,1,1,0,4,0,0,0,0,0,0,0,5
43,CO,1214,469.00,916.00,10,10.00,1,1128086,298.00,0.00,0.00,0.00,398.00,0.00,469.00,916.00,916.00,2,1,1,0,0,0,0,0,1,0,0,2,1,0,1,0,0,2,0,2
57,CO,1655.83,.00,258.83,2,3.22,0,1128420,0.00,0.00,0.00,0.00,255.00,0.00,0.00,258.83,258.83,2,2,0,1,1,1,0,0,0,3,0,0,0,0,0,0,0,3,0,0
63,CO,2228.88,101.27,527.88,24,7.19,1,1128495,295.00,0.00,0.00,0.00,0.00,0.00,244.53,3463.26,3679.16,6,6,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,2
66,CO,2250.34,.00,835.34,5,5.22,0,1128661,0.00,0.00,69.00,0.00,0.00,0.00,0.00,835.34,973.34,1,1,0,0,1,1,1,1,0,0,0,0,0,0,2,0,0,0,0,2
57,CO,1441.45,305.45,563.45,5,5.21,1,1130832,0.00,0.00,0.00,99.00,159.00,149.00,156.45,464.45,563.45,1,1,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0
54,CO,3973.28,533.34,1623.28,8,0.00,1,1130863,177.00,69.00,0.00,0.00,138.00,0.00,533.34,1623.28,2091.28,4,4,0,0,1,1,1,1,1,4,5,1,2,0,3,0,0,0,0,15
73,CO,5570.92,1199.96,3505.92,25,6.31,0,1130865,106.00,0.00,0.00,0.00,138.00,0.00,1199.96,3505.92,4194.92,2,2,0,0,0,0,1,1,1,4,4,6,4,0,2,0,0,1,0,19
53,CO,11825.29,1602.58,6194.57,33,0.00,1,1130880,596.00,745.00,228.00,0.00,179.00,0.00,1602.58,6156.72,7152.23,5,3,2,1,0,1,1,1,1,4,2,1,0,0,1,0,0,0,0,8
38,CO,2681.75,.00,1377.75,4,10.00,1,1130335,177.00,0.00,0.00,12.29,0.00,0.00,0.00,1377.75,1377.75,1,1,0,1,1,1,1,1,0,0,0,3,0,0,1,0,0,0,0,4
36,CO,3881,.00,1269.00,5,7.62,0,1130358,1909.00,0.00,0.00,0.00,0.00,0.00,0.00,1269.00,1367.00,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1
39,CO,1646.8,1549.70,1567.80,12,0.00,1,1130365,0.00,0.00,79.00,0.00,0.00,0.00,2083.70,3043.73,3730.73,3,2,1,0,0,0,0,0,1,2,2,0,0,1,2,0,0,0,0,7
61,CO,6200.6,150.04,2329.97,29,0.00,1,1130451,354.00,0.00,682.00,531.00,690.00,0.00,229.73,2419.05,3456.81,3,1,2,0,1,1,1,1,1,7,16,8,3,1,5,0,0,0,0,40
61,CO,3633.79,921.79,1911.79,13,10.00,1,1141930,177.00,69.00,0.00,413.00,138.00,0.00,921.79,1911.79,2280.79,1,1,0,1,1,1,1,1,1,5,3,1,1,0,6,0,0,0,0,16
44,CO,5016.7,.00,4612.92,13,10.00,0,1141973,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4612.92,4622.92,1,1,0,0,0,1,1,1,0,13,16,8,1,1,9,0,0,46,0,2
57,CO,5237.09,613.74,2534.90,6,0.00,1,1142075,100.00,0.00,0.00,0.00,0.00,0.00,613.74,2534.90,2534.90,4,4,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,2
35,CO,650.32,357.64,650.32,13,10.00,1,1142130,0.00,0.00,0.00,0.00,138.00,0.00,522.00,1383.46,1383.46,3,2,1,0,0,0,0,0,1,0,4,3,1,0,0,0,0,0,0,8
55,CO,2720.8,938.00,2322.80,10,0.00,1,1130769,398.00,0.00,0.00,298.00,988.80,0.00,938.00,2031.75,2527.75,3,3,0,0,0,0,0,0,1,2,4,1,0,0,1,0,0,4,0,4
65,CO,3966.29,569.00,1895.29,15,0.00,1,1130774,118.00,69.00,69.00,354.00,0.00,0.00,569.00,1895.29,2013.29,4,4,0,0,1,1,1,1,0,0,0,0,0,0,5,0,0,2,0,3
57,CO,10087.69,3080.00,6892.69,70,10.00,0,1130776,100.00,100.00,100.00,100.00,100.00,50.00,5121.27,10122.99,10442.99,3,2,1,0,1,0,0,0,0,1,4,3,1,2,1,0,0,0,0,12
52,CO,8643,977.00,3058.00,23,0.00,0,1130792,1009.00,921.00,100.00,297.00,536.00,199.00,1014.99,4005.51,4225.51,3,2,1,1,1,1,1,1,1,0,0,2,0,0,0,0,0,0,0,2
84,CO,3099.54,67.54,1172.54,53,0.00,0,1130810,1043.00,0.00,158.00,0.00,207.00,0.00,238.26,2757.98,3926.72,3,3,0,0,1,1,1,1,0,10,9,9,3,0,3,0,0,0,0,34
35,CO,2526.97,853.60,1919.97,15,0.00,1,1142984,0.00,138.00,0.00,0.00,0.00,288.00,2326.52,3647.89,4116.89,2,2,0,0,0,1,1,1,1,3,3,1,0,3,3,0,0,0,0,13
59,CO,2328,1475.00,2328.00,5,8.60,1,1143059,0.00,0.00,0.00,0.00,414.00,179.00,1475.00,2328.00,2328.00,6,3,3,0,0,0,0,1,1,1,0,0,8,0,0,0,0,0,0,9
37,CO,3311.2,81.72,1640.20,19,0.00,1,1143134,236.00,0.00,158.00,177.00,0.00,0.00,160.66,2299.82,3315.82,3,3,0,1,1,1,1,1,1,2,3,2,0,0,2,0,0,3,0,6
52,CO,982.34,199.00,862.70,3,8.11,1,1143352,0.00,0.00,0.00,0.00,69.00,199.00,199.00,862.70,862.70,1,1,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,3
23,CO,782,58.00,624.00,9,9.27,1,1144697,0.00,0.00,158.00,59.00,138.00,0.00,58.00,624.00,782.00,1,1,0,0,0,0,1,0,0,8,6,2,1,0,2,0,0,0,0,19
38,CO,4126.8,2232.16,4126.80,13,10.00,1,1144731,0.00,0.00,0.00,0.00,100.00,0.00,2264.35,4216.24,4216.24,4,2,2,0,0,0,0,1,1,4,2,1,0,0,1,0,0,0,0,8
67,CO,3195.2,49.00,1608.20,15,8.14,1,1144863,159.00,0.00,100.00,200.00,0.00,0.00,49.00,2024.22,2443.22,4,4,0,0,0,1,1,1,1,3,0,0,0,0,0,0,0,3,0,0
45,CO,7517.82,1830.42,5171.06,23,10.00,1,1145008,0.00,0.00,0.00,0.00,138.00,0.00,1835.42,4397.06,5825.82,5,3,2,0,1,1,1,1,1,3,5,1,0,0,7,0,0,0,0,16
60,CO,7506.54,1728.54,4753.54,24,0.00,1,1130966,149.00,100.00,0.00,200.00,200.00,0.00,1728.54,4753.54,4851.54,2,2,0,1,1,1,1,1,1,7,9,9,4,5,12,0,0,2,0,44
45,CO,10693,400.00,6810.00,23,0.00,0,1131065,0.00,45.00,15.00,0.00,0.00,0.00,700.00,7365.38,9173.38,4,2,2,0,0,1,1,1,1,5,4,2,0,4,9,0,0,0,0,24
65,CO,3618.3,.00,1066.00,14,5.28,1,1131079,0.00,0.00,0.00,0.00,258.00,0.00,729.00,3214.00,3908.00,3,3,0,1,1,1,1,1,0,7,5,9,7,3,4,0,0,3,0,32
82,CO,5093.48,1298.00,3101.48,57,0.00,0,1131097,0.00,50.00,50.00,0.00,0.00,0.00,2668.88,8178.13,9557.13,6,6,0,0,1,1,1,1,1,5,1,0,0,1,7,0,0,0,0,14
54,CO,3820.47,.00,3820.47,10,0.00,0,1131098,0.00,0.00,0.00,0.00,231.13,0.00,0.00,3820.47,3840.47,5,5,0,0,0,0,0,1,0,5,0,0,2,0,0,0,0,0,0,7
79,CO,1581.57,155.00,295.00,3,0.00,1,1130953,0.00,345.00,464.00,0.00,0.00,0.00,155.00,295.00,879.00,2,2,0,1,1,1,0,1,1,0,2,3,0,0,0,0,0,0,0,5
88,CO,6259.51,520.00,2835.00,11,10.00,1,1130958,0.00,0.00,0.00,0.00,0.00,0.00,592.34,2907.34,3584.34,2,2,0,0,1,1,1,1,1,10,12,1,0,0,2,0,0,0,0,25
61,CO,9860.49,2046.00,9564.49,88,10.00,1,1130994,0.00,0.00,0.00,0.00,69.00,0.00,7471.82,21470.84,22074.40,5,4,1,0,0,0,1,1,1,8,2,1,1,2,3,0,0,0,0,17
69,CO,1480.72,509.02,644.57,19,10.00,1,1131001,118.00,69.00,0.00,59.00,0.00,0.00,509.02,1453.57,1502.57,9,9,0,0,0,0,0,0,1,3,5,4,0,0,2,0,0,3,0,11
50,CO,3210,948.00,1855.00,11,10.00,1,1131313,0.00,0.00,69.00,0.00,0.00,0.00,948.00,2664.00,2831.00,5,3,2,0,1,1,1,1,1,2,0,0,0,1,0,0,0,0,0,3
44,CO,8042.98,2159.30,4952.98,24,0.00,1,1131433,0.00,0.00,0.00,354.00,0.00,0.00,2396.62,5190.30,5367.30,2,2,0,1,1,1,1,1,1,0,4,2,1,2,1,0,0,1,0,9
56,CO,6064.52,1036.00,3167.52,17,0.00,1,1131598,118.00,207.00,0.00,59.00,276.00,0.00,1036.00,3167.52,3265.52,3,3,0,0,1,1,1,1,1,5,7,5,0,0,6,0,0,0,0,23
61,CO,89,.00,.00,8,0.00,1,1131614,59.00,0.00,0.00,0.00,0.00,0.00,10.00,102.26,112.26,3,3,0,1,1,0,0,0,0,3,1,1,0,2,3,0,0,0,0,10
65,CO,5829.74,943.74,2903.74,11,10.00,1,1131487,177.00,207.00,148.00,177.00,207.00,0.00,1101.62,3120.62,3268.62,3,3,0,0,1,1,1,1,1,6,13,5,1,4,4,0,0,0,0,33
48,CO,4221.89,1407.34,4112.89,21,10.00,0,1131503,0.00,0.00,79.00,11.91,0.00,0.00,1434.83,4279.49,4358.49,4,2,2,0,0,0,1,1,1,4,4,3,2,0,3,0,0,0,0,16
36,CO,3147.21,.00,1193.02,27,0.00,0,1131571,177.00,138.00,158.00,177.00,0.00,0.00,28.82,765.96,1412.96,3,3,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1
63,CO,3042,669.00,2865.00,6,0.00,1,1131605,177.00,0.00,0.00,0.00,69.00,0.00,1348.00,3544.00,3784.00,2,2,0,0,0,0,1,1,0,2,1,0,0,0,0,0,0,0,0,3
48,CO,6526.55,.00,512.49,40,10.00,0,1132680,0.00,354.00,276.00,316.00,79.00,0.00,2340.89,7626.54,8315.60,2,2,0,0,1,0,0,0,0,9,5,5,0,3,8,0,0,26,0,4
24,CO,69,.00,69.00,12,4.94,1,1132732,0.00,0.00,0.00,0.00,69.00,0.00,780.02,1864.50,2762.50,3,3,0,0,1,0,0,0,0,3,0,0,0,0,2,0,0,3,0,2
32,CO,1613.95,.00,1145.95,13,10.00,1,1146387,59.00,0.00,0.00,0.00,0.00,0.00,0.00,1738.49,1738.49,2,2,0,0,1,0,0,1,1,1,2,0,0,0,3,0,0,0,0,6
34,CO,2095.12,533.78,1224.89,19,0.00,1,1146412,149.00,149.00,0.00,0.00,199.00,0.00,1032.72,3168.97,3470.20,4,4,0,0,0,1,1,0,1,2,0,1,0,0,0,0,0,1,0,2
38,CO,10487.65,2942.04,6473.84,63,0.00,1,1146512,0.00,429.00,138.00,505.00,517.00,818.00,4033.97,8642.77,9420.58,6,5,1,0,0,1,1,1,1,15,14,3,1,0,4,0,0,37,0,0
44,CO,641.69,149.00,641.69,26,10.00,1,1151081,0.00,0.00,0.00,0.00,0.00,0.00,989.00,2893.63,2942.63,3,3,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,2
61,CO,3666,1704.71,3666.00,17,0.00,1,1159405,0.00,0.00,0.00,138.00,621.00,0.00,2203.71,4165.00,4165.00,3,2,1,0,0,0,0,0,1,0,0,8,0,2,8,0,0,0,0,18
59,CO,1595.31,.00,1137.00,3,7.46,1,1163901,0.00,0.00,0.00,158.00,0.00,0.00,0.00,1137.00,1515.41,1,1,0,0,0,0,1,0,0,2,1,2,1,1,1,0,0,8,0,0
66,CO,3110.24,474.00,1378.24,14,10.00,1,1132880,413.00,0.00,237.00,0.00,0.00,0.00,474.00,1378.24,1664.24,1,1,0,1,1,1,1,1,1,5,6,7,5,0,4,0,0,0,0,27
35,CO,1336,718.00,1336.00,8,0.00,1,1133777,0.00,0.00,0.00,0.00,0.00,249.00,718.00,1336.00,1336.00,2,2,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1
50,CO,847,229.00,428.00,4,10.00,1,1133900,0.00,0.00,0.00,0.00,199.00,229.00,229.00,428.00,428.00,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2
51,CO,6987.21,1746.50,3884.21,18,10.00,1,1133918,0.00,15.00,69.00,0.00,0.00,0.00,1866.42,5672.79,7014.79,6,3,3,1,1,1,0,1,1,4,2,2,0,0,1,0,0,0,0,9
46,CO,2291.59,187.33,1996.51,27,0.00,1,1134027,0.00,0.00,0.00,0.00,621.00,0.00,187.33,1996.51,2312.58,3,2,1,0,0,0,1,0,0,3,1,2,11,4,6,0,0,0,0,27
33,CO,2936,.00,1038.00,31,10.00,1,1135277,0.00,0.00,200.00,0.00,0.00,0.00,2494.70,8813.17,9991.95,5,4,1,1,1,1,1,0,0,1,2,0,0,0,1,0,0,2,0,2
47,CO,2665.47,469.00,1451.47,6,0.00,1,1135310,0.00,0.00,316.00,59.00,0.00,0.00,469.00,1451.47,1767.47,4,4,0,0,1,1,1,1,1,2,1,1,1,0,1,0,0,0,0,6
42,CO,6961.34,2323.00,4310.34,21,0.00,1,1135677,0.00,15.00,0.00,0.00,0.00,0.00,2363.01,4350.35,5606.35,6,2,4,0,1,1,1,1,1,1,2,2,0,0,0,0,0,0,0,5
53,CO,3762.92,5050.80,3464.92,35,10.00,1,1135859,0.00,0.00,298.00,0.00,0.00,0.00,9800.15,11871.48,13156.20,4,2,2,0,0,0,1,1,1,3,3,2,0,1,0,0,0,0,0,9
47,CO,5277.72,4745.35,4919.25,35,10.00,1,1135860,0.00,0.00,358.00,0.00,138.00,0.00,9800.15,11871.48,13156.20,4,2,2,0,0,0,1,0,0,5,2,1,0,0,0,0,0,0,0,8
34,CO,1822.8,.00,1822.80,13,10.00,1,1136628,0.00,0.00,0.00,97.00,188.00,0.00,1397.00,3228.14,3228.14,4,2,2,0,0,0,1,1,0,2,0,0,0,3,3,0,0,0,0,8
62,CO,13226.53,2604.31,7774.51,100,10.00,0,1136678,0.00,0.00,316.00,496.00,596.00,338.00,2604.31,6287.11,11718.82,4,4,0,0,0,1,1,1,1,4,0,0,3,0,6,0,0,12,0,1
53,CO,2936.64,399.00,1526.39,10,0.00,1,1136681,159.00,0.00,366.00,59.00,69.00,0.00,399.00,1526.39,1902.39,1,1,0,0,1,0,1,1,1,0,0,2,0,0,0,0,0,0,0,2
35,CO,4669.4,263.42,2815.40,13,9.17,1,1136712,0.00,858.00,0.00,838.00,0.00,0.00,263.42,2815.40,3013.40,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1
33,CO,1048,.00,1048.00,3,0.00,1,1170403,0.00,0.00,0.00,0.00,169.00,0.00,0.00,1048.00,1048.00,2,2,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1
26,CO,1801,447.00,983.00,7,0.00,1,1170444,0.00,0.00,69.00,0.00,387.00,596.00,447.00,3026.90,3266.17,4,3,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,3,0,0
29,CO,1066,.00,1066.00,5,7.09,1,1170544,0.00,0.00,0.00,0.00,138.00,0.00,0.00,1066.00,1066.00,2,2,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,3
36,CO,708,179.00,708.00,3,10.00,1,1170642,0.00,0.00,0.00,0.00,0.00,179.00,179.00,708.00,708.00,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,2
32,CO,6437.57,935.12,2517.37,22,10.00,1,1135013,0.00,980.00,100.00,59.00,59.00,0.00,935.12,2517.37,3095.37,3,2,1,1,1,1,1,1,1,0,0,0,0,0,3,0,0,0,0,3
63,CO,10092.34,1059.00,3166.34,28,7.67,1,1135038,0.00,150.00,0.00,0.00,129.00,0.00,1697.00,4223.34,5106.34,5,5,0,1,1,0,1,1,1,0,2,5,9,3,4,0,0,2,0,21
18,CO,3591.77,.00,1028.00,13,0.00,1,1135204,0.00,569.00,600.00,0.00,0.00,0.00,1687.22,5769.46,7607.81,7,3,4,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,2
51,CO,4677,1187.00,2244.00,21,0.00,1,1135297,0.00,0.00,199.00,199.00,129.00,199.00,1301.48,7038.19,9252.03,3,2,1,0,1,1,1,1,1,2,0,0,0,0,0,0,0,2,0,0
56,CO,15185.73,834.65,7857.31,63,10.00,1,1172916,100.00,338.00,228.00,454.00,435.00,179.00,2353.22,10225.30,13785.72,6,5,1,1,1,1,1,1,1,4,7,6,0,0,6,0,0,0,0,23
53,CO,1278,.00,.00,2,0.00,0,1172968,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,2,0,0,1,1,0,0,0,0,1,0,0,0,2,0,0,1,0,2
55,CO,2704.97,1023.50,1166.97,16,10.00,1,1173025,0.00,843.00,327.00,118.00,0.00,0.00,1880.55,3589.01,3658.01,8,7,1,0,1,0,0,0,0,0,0,2,0,0,2,0,0,0,0,4
65,CO,1273,.00,318.00,3,10.00,1,1173984,0.00,298.00,298.00,0.00,318.00,0.00,0.00,318.00,318.00,2,2,0,0,1,0,0,0,0,2,2,1,0,0,0,0,0,0,0,5
32,CO,908,.00,419.00,1,10.00,1,1174247,59.00,0.00,0.00,0.00,0.00,0.00,0.00,419.00,419.00,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
54,CO,5010.63,777.00,2860.63,7,10.00,1,1177260,0.00,0.00,556.00,0.00,159.00,358.00,777.00,2871.18,3822.18,3,3,0,0,1,0,1,1,1,2,1,0,1,0,1,0,0,0,0,5
57,CO,2865.34,716.00,2241.34,8,0.00,1,1177489,326.00,0.00,298.00,742.00,318.00,358.00,1024.00,2102.34,2847.34,2,2,0,0,0,0,0,1,0,2,1,1,0,0,1,0,0,0,0,5
76,CO,3063.23,405.94,1619.63,25,7.56,1,1177678,0.00,0.00,276.00,0.00,456.00,0.00,1317.94,3533.96,4116.96,4,4,0,0,1,1,1,1,1,2,7,2,0,0,1,0,0,3,0,9
37,CO,4583.88,1538.67,4583.88,17,10.00,1,1178021,0.00,0.00,0.00,65.00,6.25,17.90,1538.67,4742.88,4742.88,7,5,2,0,0,0,0,1,1,0,3,1,1,0,2,0,0,0,0,7
62,CO,4979.39,1396.67,3637.47,49,9.75,0,1136435,0.00,0.00,0.00,0.00,0.00,0.00,1424.54,3665.34,3982.26,4,4,0,0,1,1,1,1,1,8,6,8,0,2,5,0,0,29,0,0
52,CO,19103.46,3096.36,8316.19,48,9.71,1,1136485,0.00,0.00,89.00,0.00,0.00,0.00,3267.07,8856.62,9568.69,3,3,0,0,1,1,1,1,1,5,6,2,1,0,0,0,0,14,0,0
44,CO,9464.81,2569.23,8821.55,32,10.00,1,1136669,17.77,0.00,0.00,71.46,414.00,0.00,2754.74,9564.06,9662.06,4,2,2,0,0,0,1,1,1,3,4,1,1,0,10,0,0,0,0,19
33,CO,1516.78,289.78,1067.78,13,10.00,1,1136892,0.00,0.00,0.00,0.00,0.00,23.60,289.78,2444.65,2483.65,5,5,0,0,1,0,0,1,1,3,0,2,2,0,1,0,0,4,0,4
65,CO,3374.97,671.11,1822.97,37,9.76,1,1137765,59.00,0.00,158.00,118.00,0.00,0.00,671.11,1822.97,2029.97,1,1,0,0,1,1,1,1,1,1,3,0,0,0,1,0,0,0,0,5
