SourceSystemName,Quantity,Price,HasResortCharge,PriceInCorporateCurrency,TotalUsageDays,PurchaserCustomerId,ProductOwnerCustomerId,ProductId,CalendarDate,SeasonName,ProductPackageName,Age,City,StateProvinceCode,PostalCode,CustomerLifetimeSpend,Customer1YearSpend,Customer3YearSpend,IsDeleted,ThreeYearVisitCount,SkiAbility,NearestMajorAirportCode,SkiLoyaltyIndexRating,IsWinterGuest,IsSummerGuest,FrontRangeMarket,CustomerId,ProductFamily,ProductClass,ProductType,ProductId,ProductName,SourceSystemName
POS,1,25.00,0,25.00,22,2558074,1071831,7568,2015-11-21,Winter 2015/2016,ProductPackage - 13658,20,Golden,CO,80403,549.59,26.65,209.59,False,45,NULL,DEN,9.77,True,True,1,1071831,Unpaid Pass,Employee,ProductType - 106,7568,Product - 7568,POS
POS,1,25.00,0,25.00,5,2558074,1983975,7568,2015-11-21,Winter 2015/2016,ProductPackage - 13658,48,Golden,CO,80403,234.54,52.60,78.54,False,45,NULL,DEN,5.53,True,True,1,1983975,Unpaid Pass,Employee,ProductType - 106,7568,Product - 7568,POS
POS,1,25.00,0,25.00,4,2558074,1950638,7568,2015-11-21,Winter 2015/2016,ProductPackage - 13658,15,Golden,CO,80403,0,.00,.00,False,45,NULL,DEN,0.00,True,True,1,1950638,Unpaid Pass,Employee,ProductType - 106,7568,Product - 7568,POS
POS,1,25.00,0,25.00,13,1956435,1988930,7568,2015-12-06,Winter 2015/2016,ProductPackage - 13658,47,Golden,CO,80403,82.81,.00,82.81,False,50,NULL,DEN,10.00,True,True,1,1988930,Unpaid Pass,Employee,ProductType - 106,7568,Product - 7568,POS
POS,1,25.00,0,25.00,23,1956435,2017833,7568,2015-12-06,Winter 2015/2016,ProductPackage - 13658,14,Golden,CO,80403,47.76,31.19,31.19,False,50,NULL,DEN,10.00,True,True,1,2017833,Unpaid Pass,Employee,ProductType - 106,7568,Product - 7568,POS
POS,1,25.00,0,25.00,14,1956435,2018765,7568,2015-12-06,Winter 2015/2016,ProductPackage - 13658,12,Golden,CO,80403,0,.00,.00,False,50,NULL,DEN,0.00,True,True,1,2018765,Unpaid Pass,Employee,ProductType - 106,7568,Product - 7568,POS
POS,1,0.00,1,0.00,11,1960125,1282945,8020,2015-12-04,Winter 2015/2016,ProductPackage - 13734,58,Golden,CO,80403,1307.28,86.90,787.32,False,92,NULL,DEN,0.00,True,False,1,1282945,Unpaid Pass,Employee,ProductType - 105,8020,Product - 8020,POS
POS,1,0.00,1,0.00,3,1456404,1282945,8020,2010-11-02,Winter 2010/2011,ProductPackage - 13734,58,Golden,CO,80403,1307.28,86.90,787.32,False,92,NULL,DEN,0.00,True,False,1,1282945,Unpaid Pass,Employee,ProductType - 105,8020,Product - 8020,POS
POS,1,21.00,0,21.00,1,5999305,5999305,7977,2014-12-30,Winter 2014/2015,ProductPackage - 13750,13,Golden,CO,80403,211.22,.00,211.22,False,26,NULL,DEN,0.00,True,True,1,5999305,Paid Tickets,Ski School,ProductType - 93,7977,Product - 7977,POS
POS,1,0.00,0,0.00,8,1171977,1171977,8249,2010-11-17,Winter 2010/2011,ProductPackage - 13761,38,Golden,CO,80403,374.52,374.52,374.52,False,3,NULL,DEN,2.84,True,True,1,1171977,Other,Unclassified,ProductType - 31,8249,Product - 8249,POS
POS,1,0.00,1,0.00,5,2122013,1606155,8249,2011-11-29,Winter 2011/2012,ProductPackage - 13761,12,Golden,CO,80403,189.83,51.21,159.07,False,19,NULL,DEN,0.00,True,True,1,1606155,Other,Unclassified,ProductType - 31,8249,Product - 8249,POS
POS,1,0.00,0,0.00,7,1957124,1957124,8249,2015-02-21,Winter 2014/2015,ProductPackage - 13761,48,Golden,CO,80403,1285.5,.00,370.00,False,3,NULL,DEN,10.00,True,True,1,1957124,Other,Unclassified,ProductType - 31,8249,Product - 8249,POS
POS,1,0.00,0,0.00,4,1171977,1171977,8249,2015-03-18,Winter 2014/2015,ProductPackage - 13761,38,Golden,CO,80403,374.52,374.52,374.52,False,3,NULL,DEN,2.84,True,True,1,1171977,Other,Unclassified,ProductType - 31,8249,Product - 8249,POS
POS,1,329.00,0,329.00,4,1522525,1472838,9944,2013-09-16,Winter 2013/2014,ProductPackage - 13855,20,Golden,CO,80403,59,.00,59.00,False,6,NULL,DEN,2.45,True,True,1,1472838,Paid Pass,Unrestricted,ProductType - 54,9944,Product - 9944,POS
POS,1,319.00,0,319.00,4,2288950,1610736,9944,2011-08-27,Winter 2011/2012,ProductPackage - 13855,22,Golden,CO,80403,56.04,.00,56.04,False,24,NULL,DEN,0.00,True,True,1,1610736,Paid Pass,Unrestricted,ProductType - 54,9944,Product - 9944,POS
POS,1,339.00,0,339.00,1,1472969,1472967,9944,2011-11-12,Winter 2011/2012,ProductPackage - 13855,22,Golden,CO,80403,1145.55,389.00,1112.05,False,12,NULL,DEN,9.02,True,True,1,1472967,Paid Pass,Unrestricted,ProductType - 54,9944,Product - 9944,POS
POS,1,339.00,0,339.00,1,1472969,1472988,9944,2011-11-12,Winter 2011/2012,ProductPackage - 13855,19,Golden,CO,80403,97.45,.00,59.00,False,12,NULL,DEN,6.03,True,True,1,1472988,Paid Pass,Unrestricted,ProductType - 54,9944,Product - 9944,POS
POS,1,319.00,0,319.00,1,2006354,2006354,9944,2011-10-12,Winter 2011/2012,ProductPackage - 13855,23,Golden,CO,80403,924,.00,.00,False,0,NULL,DEN,10.00,True,True,1,2006354,Paid Pass,Unrestricted,ProductType - 54,9944,Product - 9944,POS
POS,1,369.00,0,369.00,3,3344422,2069279,9949,2011-09-10,Winter 2011/2012,ProductPackage - 13858,52,Golden,CO,80403,512,.00,335.00,False,11,NULL,DEN,10.00,True,True,1,2069279,Paid Pass,Unrestricted,ProductType - 70,9949,Product - 9949,POS
POS,1,369.00,0,369.00,3,3344422,3344422,9949,2011-09-10,Winter 2011/2012,ProductPackage - 13858,49,Golden,CO,80403,7697.52,1475.00,3754.00,False,11,NULL,DEN,10.00,True,True,1,3344422,Paid Pass,Unrestricted,ProductType - 70,9949,Product - 9949,POS
POS,1,389.00,0,389.00,0,1834622,7578094,9949,2011-11-10,Winter 2011/2012,ProductPackage - 13858,0,Golden,CO,80403,0,.00,.00,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7578094,Paid Pass,Unrestricted,ProductType - 70,9949,Product - 9949,POS
POS,1,369.00,0,369.00,2,1133224,1133226,9949,2011-10-12,Winter 2011/2012,ProductPackage - 13858,42,Golden,CO,80403,0,.00,.00,False,0,NULL,DEN,0.00,False,True,1,1133226,Paid Pass,Unrestricted,ProductType - 70,9949,Product - 9949,POS
POS,1,369.00,0,369.00,10,1137976,1137976,9949,2011-04-09,Winter 2011/2012,ProductPackage - 13858,63,Golden,CO,80403,2346,.00,.00,False,0,NULL,DEN,10.00,True,True,1,1137976,Paid Pass,Unrestricted,ProductType - 70,9949,Product - 9949,POS
POS,1,369.00,0,369.00,6,1662309,1662309,9949,2011-09-27,Winter 2011/2012,ProductPackage - 13858,48,Golden,CO,80403,3914.54,862.54,1700.54,False,6,NULL,DEN,10.00,True,True,1,1662309,Paid Pass,Unrestricted,ProductType - 70,9949,Product - 9949,POS
POS,1,389.00,0,389.00,2,1834622,1834622,9949,2011-11-11,Winter 2011/2012,ProductPackage - 13858,47,Golden,CO,80403,6742.18,74.78,2604.41,False,11,NULL,DEN,0.00,True,True,1,1834622,Paid Pass,Unrestricted,ProductType - 70,9949,Product - 9949,POS
