Age,StateProvinceCode,CustomerLifetimeSpend,Customer1YearSpend,Customer3YearSpend,ThreeYearVisitCount,SkiLoyaltyIndexRating,FrontRangeMarket,CustId,Spend_Winter_2010,Spend_Winter_2011,Spend_Winter_2012,Spend_Winter_2013,Spend_Winter_2014,Spend_Winter_2015,Household1YearSpend,Household3YearSpend,HouseholdLifetimeSpend,NumberOfHouseholdMembers,NumberOfAdults,NumberOfChildren,Pass_Winter_2010,Pass_Winter_2011,Pass_Winter_2012,Pass_Winter_2013,Pass_Winter_2014,Pass_Winter_2015_x,January_15,February_15,March_15,April_15,November_14,December_14,Ski_Resort1_2014_2015,Ski_Resort2_2014_2015,Ski_Resort3_2014_2015,Ski_Resort4_2014_2015,Ski_Resort5_2014_2015,Pass_Winter_2015_y,actual_y,predicted_label,predicted_proba
25,CO,1174.97,399.0,1174.97,9,0.0,0,1565405,0.0,0.0,0.0,0.0,345.0,0.0,399.0,1174.97,1174.97,1,1,0,0,0,0,0,1,1,6,1,0,2,0,6,0,0,0,0,15,1,1,1,0.91379124
55,CO,1453.0,1156.0,1453.0,20,0.0,1,1565226,0.0,0.0,0.0,0.0,0.0,348.0,1913.65,3897.59,3897.59,4,4,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,2,1,1,1,0.8660378
56,CO,1149.61,928.0,1080.61,5,0.0,1,1566958,0.0,0.0,69.0,0.0,138.0,0.0,928.0,1080.61,1149.61,1,1,0,0,0,0,0,0,1,6,1,0,0,0,1,0,0,0,0,8,1,1,1,0.83849496
36,CO,5251.32,601.0,2706.0,8,0.0,0,1566994,556.0,298.0,476.0,747.0,827.0,582.0,939.0,2746.0,3425.82,1,1,0,0,0,1,1,0,0,1,1,2,1,0,0,0,0,5,0,0,0,0,0,0.33523017
45,CO,1539.2,0.0,1380.2,0,0.0,1,1567343,159.0,0.0,0.0,159.0,0.0,0.0,4400.05,10228.67,12332.67,10,4,6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.04294682
43,CO,3705.77,1462.77,3370.21,23,10.0,1,1568218,0.0,0.0,0.0,0.0,59.0,0.0,1969.77,3877.21,3877.21,4,2,2,0,0,0,0,1,1,1,1,0,0,2,3,0,0,0,0,7,1,1,1,0.9480169
43,CO,3406.0,2250.0,3158.0,11,0.0,1,1568482,149.0,0.0,0.0,0.0,0.0,219.0,2953.44,3861.44,3861.44,5,3,2,0,0,0,1,1,1,0,3,0,0,1,1,0,0,0,0,5,1,1,1,0.94552416
40,CO,1665.0,907.0,1665.0,9,10.0,1,1568566,0.0,0.0,0.0,0.0,199.0,0.0,907.0,1665.0,1665.0,3,2,1,0,0,0,0,1,1,0,2,1,0,0,0,0,0,0,0,3,1,1,1,0.875775
68,CO,2009.0,399.0,1123.0,11,10.0,0,1577321,139.0,159.0,149.0,236.0,0.0,0.0,399.0,1123.0,1562.0,3,1,2,0,0,0,1,1,1,4,0,0,0,0,0,0,0,0,0,4,1,1,1,0.85216755
41,CO,22140.05,741.99,7383.83,59,0.0,1,1578169,0.0,488.0,939.0,735.0,905.0,120.0,812.32,12160.95,14159.3,5,4,1,0,1,1,1,1,0,6,9,3,2,0,7,0,0,24,0,3,0,0,1,0.617264
54,CO,2998.0,469.0,1327.0,11,10.0,1,1587721,295.0,0.0,0.0,0.0,0.0,0.0,618.0,1476.0,1525.0,1,1,0,0,1,1,1,1,1,0,2,3,0,0,0,0,0,5,0,0,1,1,1,0.9291525
53,CO,2542.61,420.0,1403.61,16,10.0,1,1586441,208.0,159.0,149.0,366.0,69.0,0.0,840.0,1803.61,2493.97,2,2,0,0,0,0,0,1,1,0,1,4,1,0,0,0,0,0,0,6,1,1,1,0.9300701
42,CO,2571.38,126.38,695.38,6,7.14,1,1587009,0.0,0.0,0.0,0.0,0.0,126.38,715.38,1284.38,1723.38,1,1,0,0,1,1,1,1,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0.090256974
53,CO,5922.7,1146.0,3031.7,19,10.0,1,1594317,0.0,0.0,79.0,0.0,59.0,0.0,1146.0,3711.29,4708.53,7,5,2,1,1,1,1,1,1,0,0,3,0,5,4,0,0,5,0,7,1,1,1,0.97227424
44,CO,3518.95,1057.88,3518.95,10,0.0,1,1600285,0.0,0.0,0.0,388.0,0.0,0.0,1057.88,3554.25,3554.25,4,2,2,0,0,0,1,1,0,2,3,4,0,0,0,0,0,0,0,9,0,0,1,0.9123568
48,CO,1777.37,0.0,725.76,3,0.0,1,1591296,0.0,0.0,0.0,0.0,61.6,0.0,0.0,980.76,1634.75,10,7,3,0,1,1,0,1,0,0,0,3,0,0,1,0,0,3,0,1,0,0,0,0.013028526
47,CO,6627.09,1386.4,4946.09,26,6.57,1,1607498,0.0,0.0,104.0,35.79,5.88,0.0,1403.99,5396.79,7605.79,6,2,4,0,0,1,1,1,1,4,1,5,0,2,0,0,0,4,0,8,1,1,1,0.9639106
49,CO,16608.97,1536.0,6857.0,20,10.0,1,1595458,360.45,300.0,100.0,0.0,0.0,0.0,1606.55,7412.65,9732.65,5,2,3,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,2,1,1,1,0.95836926
53,CO,12727.68,3345.62,5916.87,43,0.0,1,1595944,348.0,243.14,690.0,0.0,0.0,0.0,4749.77,8335.43,10934.43,5,4,1,1,1,1,0,1,1,2,0,0,0,0,5,0,0,0,0,7,1,1,1,0.9630527
56,CO,3586.19,2088.25,2870.19,26,10.0,1,1615627,224.0,334.0,158.0,0.0,0.0,0.0,3093.63,6850.87,7604.87,4,3,1,0,0,0,0,0,1,3,2,0,0,0,1,0,0,0,0,6,1,1,1,0.8688639
69,CO,1659.48,613.74,1302.48,6,10.0,1,1623094,208.0,0.0,149.0,0.0,128.0,0.0,1238.08,1926.82,2415.98,3,3,0,0,0,0,0,1,1,0,2,0,0,0,2,0,0,0,0,4,1,1,1,0.82726485
15,CO,469.69,14.44,14.44,34,0.0,1,1623296,149.0,0.0,0.0,0.0,0.0,0.0,1126.48,4610.04,4907.04,5,2,3,1,0,0,0,0,0,1,1,1,0,0,3,0,0,0,0,6,0,0,0,0.06799647
52,CO,3176.0,0.0,438.0,1,0.0,1,1920927,177.0,276.0,0.0,0.0,438.0,0.0,0.0,438.0,438.0,6,6,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.011692376
53,CO,3357.09,396.11,1735.07,16,10.0,1,1923638,0.0,0.0,0.0,267.0,317.0,0.0,1283.11,2482.46,3070.44,2,2,0,1,1,0,0,1,0,0,4,7,0,0,2,0,0,0,0,13,0,0,1,0.7124399
27,CO,1451.72,0.0,972.72,29,7.12,1,1888987,0.0,0.0,69.0,129.0,129.0,0.0,1694.68,4712.71,5618.7,6,6,0,0,1,0,0,1,0,1,2,0,0,0,0,0,0,1,0,2,0,0,0,0.13990447
53,CO,3198.14,509.86,1715.14,34,0.0,1,1889312,59.0,69.0,69.0,118.0,69.0,0.0,509.86,1715.14,1833.14,1,1,0,0,1,1,1,1,1,5,4,7,1,0,4,0,0,0,0,21,1,1,1,0.9719339
61,CO,5047.72,1595.55,2973.17,21,0.0,1,1924758,0.0,138.0,138.0,59.0,0.0,25.0,1595.55,2973.17,3322.24,2,2,0,0,1,1,1,1,1,3,0,4,1,0,0,0,0,4,0,4,1,1,1,0.97315705
54,CO,967.18,139.0,579.0,4,6.08,1,1949134,0.0,0.0,0.0,0.0,119.0,139.0,139.0,579.0,927.18,5,5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0546156
54,CO,3078.16,463.0,1016.16,7,10.0,0,1949770,0.0,0.0,149.0,0.0,0.0,179.0,587.82,1621.06,2330.04,6,6,0,1,1,1,1,1,0,1,0,0,0,2,1,0,0,0,0,4,0,0,1,0.8878541
59,CO,2676.49,526.51,1694.66,96,0.0,0,1949827,200.0,200.0,220.0,339.0,0.0,0.0,764.2,2763.27,3603.34,5,4,1,1,1,1,1,1,1,11,14,10,6,0,2,0,0,0,0,43,1,1,1,0.94667125
29,CO,1547.52,559.52,628.52,6,0.0,1,1908141,59.0,0.0,0.0,0.0,69.0,0.0,559.52,628.52,628.52,2,1,1,1,0,1,0,0,1,0,0,0,1,0,4,0,0,0,0,5,1,1,1,0.77333236
45,CO,5829.43,1873.91,4079.26,17,8.8,1,1911272,838.67,0.0,0.0,0.0,1065.0,0.0,1994.45,5794.16,5810.73,8,5,3,0,0,0,0,1,1,9,5,0,0,2,0,0,0,0,0,16,1,1,1,0.9261557
45,CO,3307.68,199.0,1516.68,6,9.0,1,1951065,295.0,0.0,0.0,318.0,69.0,199.0,199.0,1516.68,1516.68,1,1,0,1,1,1,0,1,0,1,2,0,0,1,0,0,0,0,0,4,0,0,0,0.18205388
57,CO,877.0,0.0,503.0,20,6.64,1,1939964,236.0,69.0,69.0,59.0,404.0,0.0,1478.0,3562.78,5347.78,4,4,0,0,0,0,1,0,0,11,4,1,1,2,2,0,0,0,0,21,0,0,0,0.031035535
46,CO,6492.66,0.0,3238.7,20,0.0,1,1941969,0.0,82.32,0.0,0.0,144.0,0.0,798.0,6781.71,12401.35,9,7,2,0,0,0,0,1,0,5,2,1,0,0,1,0,0,0,0,9,0,0,0,0.21072249
46,CO,3920.96,927.0,1945.0,10,5.43,1,1917183,0.0,69.0,0.0,0.0,0.0,0.0,927.0,1945.0,2552.11,3,2,1,0,1,1,1,1,1,2,2,0,1,0,0,0,0,1,0,4,1,1,1,0.9437473
39,CO,2898.62,443.19,1462.62,15,9.69,1,1918871,0.0,149.0,0.0,90.0,0.0,405.0,443.19,1462.62,2300.62,2,2,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,4,0,1,0,0,1,0.80763614
50,CO,7282.51,2065.0,7282.51,20,9.66,1,1920448,0.0,0.0,0.0,0.0,129.0,199.0,2065.0,5217.51,7302.51,6,4,2,0,0,0,1,1,1,2,1,1,1,0,0,0,0,2,0,3,1,1,1,0.95369124
66,CO,2389.13,889.0,1872.13,15,10.0,1,1952217,0.0,0.0,0.0,118.0,0.0,0.0,938.0,2799.13,2897.13,2,2,0,0,0,1,1,0,1,2,0,0,1,0,0,0,0,2,0,1,1,1,1,0.76864284
40,CO,409.79,0.0,40.79,9,0.0,0,1945695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.79,40.79,1,1,0,1,0,0,0,0,0,12,16,5,0,1,6,0,0,0,0,40,0,0,0,0.052771874
72,CO,4222.8,193.53,2144.09,26,10.0,1,1954491,0.0,0.0,69.0,59.0,626.0,0.0,193.53,2144.09,2290.0,2,2,0,0,1,1,1,1,1,3,1,7,2,1,1,0,0,0,0,15,1,1,1,0.80892414
36,CO,1701.0,736.0,1701.0,9,10.0,1,1955220,0.0,0.0,0.0,258.0,318.0,398.0,742.52,1707.52,1707.52,2,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0.75993115
55,CO,2809.38,393.81,1511.81,9,10.0,1,1956231,506.0,487.1,149.0,291.0,298.0,766.0,583.55,1701.55,1701.55,3,3,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0.45878738
67,CO,2989.31,402.29,1411.31,13,10.0,1,1947519,337.0,367.0,298.0,475.0,0.0,0.0,446.64,1813.66,2111.66,3,3,0,0,0,0,0,1,1,2,2,2,0,1,2,0,0,0,0,9,1,1,1,0.89847344
61,CO,1224.0,179.0,517.0,3,0.0,0,1947634,0.0,159.0,0.0,159.0,179.0,179.0,179.0,517.0,517.0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.07350486
41,CO,1279.74,64.74,1279.74,13,10.0,1,1957172,0.0,0.0,0.0,0.0,387.0,0.0,319.2,2010.16,2010.16,5,2,3,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,2,1,1,0,0.35280538
51,CO,7947.86,2240.98,4817.74,30,10.0,1,1947767,59.0,0.0,0.0,177.0,0.0,0.0,2405.58,5043.06,6391.44,5,3,2,1,1,1,1,1,1,4,5,2,4,3,0,0,0,0,0,18,1,1,1,0.98069453
30,CO,2789.0,0.0,219.0,14,0.0,1,1947938,0.0,1032.0,0.0,0.0,657.0,0.0,1130.0,3259.93,4196.23,7,5,2,0,1,1,0,0,0,0,0,1,0,2,2,0,0,0,0,5,0,0,0,0.015991444
65,CO,3612.51,0.0,1378.31,8,10.0,1,1948204,59.0,0.0,0.0,118.0,69.0,0.0,0.0,1378.31,2362.51,2,1,1,0,1,1,1,1,0,0,5,1,0,0,0,0,0,0,0,6,0,0,0,0.27999163
49,CO,14368.81,2167.12,8245.97,31,10.0,1,1958630,200.0,300.0,506.0,177.0,207.0,0.0,2470.35,8590.69,10422.03,4,1,3,0,1,1,1,1,1,6,2,3,1,0,2,0,0,0,0,14,1,1,1,0.97356117
29,CO,977.0,199.0,977.0,2,10.0,1,1960134,0.0,0.0,0.0,0.0,0.0,199.0,199.0,977.0,977.0,1,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0.08691885
40,CO,5774.52,1147.71,3477.71,12,8.07,0,1961384,0.0,0.0,0.0,0.0,0.0,0.0,1147.71,3477.71,4596.62,1,1,0,0,1,1,1,1,1,16,15,14,0,2,16,0,0,63,0,0,1,1,1,0.97353154
54,CO,6187.03,538.0,2423.0,10,10.0,1,1948704,0.0,0.0,1123.0,219.0,0.0,538.0,538.0,2423.0,4065.03,2,2,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,2,0,0,1,0.8745898
66,CO,10837.38,868.0,4693.99,34,0.0,1,1964053,177.0,69.0,69.0,177.0,266.0,0.0,868.0,4693.99,6199.54,2,2,0,1,1,1,1,1,1,3,0,6,0,0,7,0,0,0,0,16,1,1,1,0.9750481
43,CO,497.84,0.0,300.0,22,4.14,0,1947288,0.0,0.0,55.0,150.0,0.0,0.0,1537.0,4134.0,4362.0,7,3,4,0,0,1,1,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0.026473816
41,CO,2917.51,2008.41,2917.51,17,10.0,1,1964960,0.0,0.0,0.0,0.0,398.0,0.0,2232.38,3153.63,3153.63,4,2,2,0,0,0,1,0,1,0,2,0,2,0,0,0,0,0,0,4,1,1,1,0.85963404
29,CO,3745.08,1140.16,3472.16,24,0.0,0,1967350,0.0,0.0,0.0,79.0,0.0,0.0,1140.16,3611.16,3799.86,2,2,0,0,0,0,1,1,1,9,12,14,4,2,17,0,0,57,0,1,1,1,1,0.96009606
37,CO,29572.06,13759.5,27928.06,42,0.0,1,1950478,59.0,138.0,0.0,118.0,0.0,199.0,13759.5,27928.06,27928.06,2,2,0,1,1,1,1,1,1,1,0,4,0,1,1,0,0,0,0,7,1,1,1,0.9507565
65,CO,12952.06,2122.01,6840.37,28,0.0,0,1983746,0.0,158.0,0.0,440.0,237.0,0.0,2122.01,6840.37,7041.06,1,1,0,0,1,1,1,1,1,6,5,1,0,1,1,0,0,14,0,0,1,1,1,0.9784064
59,CO,5480.0,938.0,2654.0,14,0.0,0,1947624,0.0,254.0,0.0,0.0,0.0,0.0,938.0,2858.0,3404.0,4,4,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.9483176
64,CO,4322.82,499.0,1575.0,12,10.0,1,1947713,0.0,0.0,0.0,0.0,138.0,0.0,998.0,3214.24,4121.24,2,2,0,0,1,1,1,0,1,9,8,8,0,0,0,0,0,0,0,25,1,1,1,0.74119
62,CO,5455.16,1030.88,2803.16,13,8.42,0,1948417,0.0,0.0,0.0,0.0,0.0,0.0,1030.88,2803.16,2901.16,2,2,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,1,1,1,1,0.95630884
29,CO,1670.0,98.0,1552.0,9,0.0,1,1948526,118.0,0.0,0.0,177.0,159.0,0.0,657.0,2640.0,2640.0,4,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0.26921964
52,CO,3414.96,1677.67,3355.96,26,10.0,1,1984139,59.0,0.0,0.0,0.0,200.0,0.0,1765.67,4162.7,4351.7,7,4,3,0,0,0,1,0,1,7,7,5,3,2,7,0,0,2,0,29,1,1,1,0.85778195
22,CO,936.0,384.0,798.0,10,7.99,1,1984934,0.0,0.0,138.0,0.0,414.0,0.0,1851.0,3367.0,4865.0,8,4,4,0,0,0,0,0,1,7,4,0,0,0,3,0,0,0,0,14,1,1,1,0.62959427
44,CO,3955.21,164.43,2492.53,12,9.62,1,1949612,298.0,0.0,436.0,297.0,717.0,507.0,519.33,2945.89,4377.57,3,2,1,1,0,0,0,0,0,2,2,1,0,0,0,0,0,3,0,2,0,0,0,0.2376357
55,CO,6289.85,799.18,3399.36,17,10.0,1,1955088,118.0,0.0,79.0,0.0,0.0,0.0,799.18,3399.36,3616.36,2,2,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0.94052
38,CO,2091.99,0.0,997.99,13,10.0,1,1955307,59.0,0.0,0.0,177.0,338.0,0.0,49.0,1515.99,1515.99,2,2,0,1,1,0,0,1,0,3,5,1,1,0,0,0,0,0,0,10,0,0,0,0.24304098
52,CO,2265.94,469.0,1527.94,11,10.0,1,1955590,0.0,0.0,0.0,200.0,0.0,0.0,469.0,1527.94,1527.94,1,1,0,0,1,1,1,1,1,3,3,3,0,0,4,0,0,3,0,10,1,1,1,0.9692685
52,CO,5723.68,1554.25,5046.25,47,9.65,1,1951868,0.0,0.0,0.0,0.0,670.0,0.0,1886.4,6420.32,6970.88,6,4,2,0,0,1,1,1,1,0,0,8,0,0,0,0,0,8,0,0,1,1,1,0.9495785
46,CO,2652.46,0.0,1016.46,12,10.0,1,1957512,0.0,0.0,0.0,59.0,69.0,0.0,6.58,1080.78,1838.78,6,5,1,0,1,0,1,1,1,0,0,3,0,0,0,0,0,0,0,3,1,1,0,0.20820701
65,CO,4462.49,614.18,1826.75,23,0.0,1,1953374,118.0,0.0,0.0,0.0,69.0,0.0,614.18,1826.75,2581.55,5,5,0,1,1,1,1,1,1,6,4,1,0,0,2,0,0,3,0,10,1,1,1,0.96858704
35,CO,1336.4,926.02,1336.4,11,0.0,1,1987831,0.0,0.0,0.0,0.0,0.0,0.0,1420.02,1830.4,1830.4,3,3,0,0,0,0,0,1,1,5,4,1,0,2,5,0,0,0,0,17,1,1,1,0.9547582
35,CO,1032.0,0.0,776.0,4,0.0,1,1960636,0.0,0.0,246.0,0.0,207.0,0.0,0.0,812.8,1068.8,2,2,0,0,0,0,0,1,0,0,3,0,1,1,0,0,0,0,0,5,0,0,0,0.036007162
43,CO,3063.0,499.0,1366.0,6,10.0,1,1964162,590.0,0.0,0.0,59.0,0.0,0.0,499.0,997.0,1366.0,1,1,0,1,1,1,1,1,0,1,3,2,1,0,0,0,0,0,0,7,0,0,1,0.94747037
62,CO,2572.41,2207.9,2563.9,14,0.0,0,1988453,0.0,0.0,0.0,0.0,158.0,0.0,2207.9,6598.7,6805.21,3,3,0,0,0,0,0,0,1,9,15,21,8,0,12,0,0,65,0,0,1,1,1,0.8592285
33,CO,6766.87,1579.75,4083.59,27,0.0,0,1965636,0.0,0.0,355.0,0.0,0.0,1579.75,1579.75,4083.59,5678.87,1,1,0,0,1,1,1,1,0,10,4,4,2,2,9,0,0,31,0,0,0,0,1,0.9747635
43,CO,5769.79,1272.4,3371.27,18,10.0,0,1970313,0.0,0.0,276.0,0.0,0.0,178.0,1272.4,3371.27,4215.91,2,2,0,0,1,1,1,1,1,7,3,6,0,0,9,0,0,25,0,0,1,1,1,0.9757372
42,CO,6658.6,1878.98,4182.6,37,0.0,1,1978352,199.0,79.0,0.0,79.0,0.0,0.0,1878.98,4182.6,4317.6,1,1,0,0,1,1,1,1,1,5,10,7,2,3,6,0,0,33,0,0,1,1,1,0.9791836
35,CO,1350.0,496.0,496.0,4,10.0,1,1962187,0.0,0.0,345.0,0.0,0.0,218.0,496.0,1152.0,1497.0,4,2,2,0,0,1,0,0,0,0,1,0,0,0,2,0,0,2,0,1,0,0,1,0.6891531
47,CO,5320.1,939.37,2920.79,34,0.0,1,1406475,770.0,200.0,200.0,200.0,264.5,123.0,1035.31,3166.03,4326.03,7,3,4,1,0,0,0,0,0,5,2,1,1,0,2,0,0,0,0,11,0,0,1,0.74966675
44,CO,2117.86,916.94,1449.86,14,10.0,1,1383858,0.0,0.0,0.0,0.0,451.0,159.0,1164.62,1697.54,2365.54,4,3,1,0,0,0,1,0,1,3,1,0,0,0,0,0,0,0,0,4,1,1,1,0.6507166
33,CO,2293.0,469.0,2293.0,10,10.0,1,1384023,0.0,0.0,0.0,59.0,0.0,0.0,469.0,2293.0,2293.0,2,2,0,0,0,0,1,1,1,0,0,2,1,0,0,0,0,0,0,3,1,1,1,0.91505086
52,CO,3045.36,661.0,661.0,4,5.41,1,1414922,236.0,138.0,0.0,0.0,0.0,538.0,661.0,661.0,661.0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,2,0,0,0,0,4,0,0,1,0.6253155
47,CO,8316.21,1064.11,4343.67,24,8.3,1,1404179,0.0,200.0,0.0,27.0,0.0,0.0,1073.98,4353.54,5365.54,3,1,2,0,1,1,1,1,1,5,4,6,0,0,0,0,0,0,0,15,1,1,1,0.9742008
24,CO,1357.46,889.46,1357.46,11,0.0,1,1404396,0.0,0.0,0.0,0.0,69.0,0.0,1348.46,2918.01,2918.01,3,3,0,0,0,0,0,1,1,0,0,0,0,3,2,0,0,0,0,5,1,1,1,0.9300583
66,CO,5626.83,938.0,2796.83,14,5.3,1,1406204,0.0,69.0,69.0,0.0,0.0,0.0,938.0,2796.83,2963.83,1,1,0,1,1,1,1,1,1,3,1,2,2,0,0,0,0,6,0,2,1,1,1,0.9556826
53,CO,4144.49,0.0,570.46,35,0.0,1,1409507,236.0,0.0,936.0,0.0,552.0,0.0,2729.0,8598.5,11288.55,8,6,2,0,0,1,0,0,0,2,0,10,0,3,3,0,0,0,0,18,0,0,0,0.023244059
50,CO,3920.37,598.0,1286.83,9,0.0,1,1409591,804.0,407.0,149.0,0.0,606.0,199.0,598.0,1310.69,1370.23,6,4,2,0,1,0,0,0,0,2,1,1,0,0,1,0,0,0,0,5,0,0,0,0.39260042
54,CO,14453.83,1625.0,6194.83,22,10.0,1,1406504,118.0,0.0,0.0,295.0,0.0,0.0,1625.0,6401.83,7330.83,6,3,3,0,1,1,1,1,1,5,8,6,4,0,4,0,0,0,0,27,1,1,1,0.9784793
68,CO,4564.87,989.0,1907.29,28,10.0,1,1406521,413.0,0.0,0.0,0.0,0.0,0.0,1555.87,5069.18,5167.18,2,2,0,0,1,1,1,1,1,0,0,5,0,0,0,0,0,2,0,3,1,1,1,0.9434906
56,CO,3583.08,13.11,1128.11,37,10.0,1,1406618,230.0,0.0,0.0,0.0,237.0,0.0,1510.55,5118.72,5626.76,4,4,0,1,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,3,0,0,0,0.18966785
28,CO,1024.05,8.05,945.05,8,0.0,1,1420661,0.0,0.0,79.0,0.0,69.0,0.0,8.05,945.05,1024.05,1,1,0,0,0,0,0,1,1,2,1,0,0,0,1,0,0,0,0,4,1,1,0,0.30827206
39,CO,638.0,0.0,638.0,3,0.0,1,1420713,0.0,0.0,0.0,0.0,69.0,0.0,0.0,638.0,638.0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,3,0,0,0,0.01975184
24,CO,618.0,0.0,618.0,3,0.0,0,1421379,0.0,0.0,0.0,0.0,69.0,0.0,0.0,618.0,787.0,3,3,0,0,0,0,0,1,0,1,2,0,0,0,2,0,0,0,0,5,0,0,0,0.020350736
40,CO,2331.99,2193.99,2193.99,11,7.61,1,1415907,0.0,138.0,0.0,0.0,0.0,0.0,2193.99,4361.93,4361.93,2,2,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,2,0,2,1,1,1,0.84790003
43,CO,2203.9,458.0,1465.9,17,3.8,0,1408557,0.0,0.0,0.0,590.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,1,1,0,0,1,8,5,3,0,1,2,0,0,0,0,19,1,1,1,0.74985147
32,CO,2928.3,523.57,1582.3,12,10.0,1,1426184,59.0,0.0,0.0,0.0,138.0,149.0,523.57,1135.3,1582.3,1,1,0,1,1,1,1,1,1,6,1,1,0,0,2,0,0,0,0,10,1,1,1,0.97295696
65,CO,4993.63,0.0,1507.63,23,10.0,1,1411882,0.0,100.0,200.0,100.0,0.0,0.0,840.0,3524.63,3908.63,4,4,0,1,1,1,1,1,0,7,6,0,0,0,2,0,0,3,0,12,0,0,0,0.27510646
69,CO,2094.0,179.0,967.0,3,0.0,0,1411983,0.0,0.0,0.0,0.0,0.0,179.0,179.0,967.0,967.0,3,3,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0.079347916
64,CO,5964.13,836.07,2400.01,37,9.87,1,1437318,0.0,0.0,0.0,0.0,0.0,0.0,885.07,3805.41,4008.09,4,4,0,0,1,1,1,1,1,3,1,1,0,0,2,0,0,1,0,6,1,1,1,0.9590082
53,CO,16204.66,450.91,6116.55,100,8.3,1,1437675,59.0,0.0,0.0,0.0,148.0,30.0,1374.79,9788.31,10833.77,5,3,2,1,1,1,1,1,0,11,5,7,4,6,8,0,0,1,0,40,0,0,1,0.9100499
39,CO,1238.37,162.19,892.86,7,10.0,1,1441144,0.0,0.0,149.0,149.0,371.0,288.0,162.19,892.86,892.86,1,1,0,0,0,0,0,0,1,0,1,4,0,0,0,0,0,0,0,5,1,1,0,0.34641814
51,CO,5143.49,868.39,2287.49,12,0.0,1,1441701,118.0,0.0,0.0,0.0,0.0,0.0,868.39,2287.49,2287.49,4,2,2,1,1,0,1,1,1,0,3,0,0,1,2,0,0,0,0,6,1,1,1,0.94145375
46,CO,6173.28,1285.92,3967.78,20,10.0,0,1437337,0.0,138.0,149.0,323.0,511.0,0.0,1285.92,3967.78,4694.78,1,1,0,0,1,0,0,1,1,7,3,2,1,0,2,0,0,5,0,10,1,1,1,0.9607258
47,CO,2190.29,105.29,574.29,42,0.0,0,1444778,200.0,150.0,150.0,150.0,150.0,125.0,277.69,906.53,1056.53,5,3,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.1434405
57,CO,9494.0,1598.0,4967.0,21,0.0,1,1442215,354.0,0.0,69.0,177.0,0.0,0.0,1617.69,5395.83,5660.83,4,4,0,0,1,1,1,1,1,3,0,0,0,0,1,0,0,0,0,4,1,1,1,0.9697268
45,CO,3792.34,920.44,3792.34,36,10.0,0,1445041,0.0,0.0,0.0,0.0,0.0,0.0,3853.74,9170.39,9170.39,4,2,2,0,0,0,0,1,1,2,5,2,2,0,7,0,0,0,0,18,1,1,1,0.88386035
46,CO,4557.97,1454.0,3104.97,9,10.0,1,1445043,0.0,0.0,138.0,149.0,69.0,0.0,1468.06,3188.03,4065.8,7,5,2,0,1,1,1,1,1,4,2,4,0,1,3,0,0,0,0,14,1,1,1,0.9609571
69,CO,598.0,299.0,558.0,3,10.0,0,1445275,0.0,0.0,0.0,0.0,0.0,0.0,299.0,558.0,558.0,2,2,0,0,0,0,0,1,1,8,9,9,5,1,3,0,0,0,0,35,1,1,0,0.403775
44,CO,6651.2,658.45,3708.2,25,10.0,0,1445105,345.0,100.0,100.0,0.0,0.0,0.0,733.45,4491.92,4933.92,5,3,2,0,0,1,1,1,0,3,4,4,4,0,2,0,0,0,0,17,0,0,1,0.93734545
48,CO,2486.78,0.0,1453.78,17,4.44,0,1445247,295.0,0.0,0.0,630.0,414.0,0.0,0.0,0.0,0.0,2,2,0,1,0,0,1,1,0,3,1,7,0,0,2,0,0,0,0,13,0,0,0,0.24748585
