Age,City,StateProvinceCode,PostalCode,CustomerLifetimeSpend,Customer1YearSpend,Customer3YearSpend,ThreeYearVisitCount,SkiLoyaltyIndexRating,IsWinterGuest,IsSummerGuest,FrontRangeMarket,Spend_Winter_2010,Household1YearSpend,Household3YearSpend,HouseholdLifetimeSpend,NumberOfHouseholdMembers,NumberOfAdults,NumberOfChildren,Pass_Winter_2010,January,February,March,April,November,December,Ski_Resort1,Ski_Resort2,Ski_Resort3,Ski_Resort4,Ski_Resort5,Pass_Winter_2011
61,Golden,CO,80403,707.0,0.0,558.0,2.0,10.0,False,True,1.0,149.0,179.0,737.0,737.0,3.0,3.0,0.0,0,0,4,0,0,0,0,0,0,0,0,4,0
62,Estes Park,CO,80517,6348.24,0.0,539.0,4.0,10.0,True,True,1.0,295.0,0.0,539.0,1984.28,1.0,1.0,0.0,0,0,4,0,1,0,0,0,0,0,0,5,1
44,Denver,CO,80211,4001.0,599.0,1795.0,13.0,10.0,True,True,1.0,0.0,1158.0,3246.62,4065.62,3.0,3.0,0.0,1,8,3,3,0,0,5,0,0,0,0,19,1
32,Golden,CO,80401,333.0,0.0,0.0,0.0,0.0,True,False,1.0,118.0,0.0,0.0,0.0,3.0,3.0,0.0,1,1,0,0,0,3,1,0,0,0,0,5,0
75,Fort Collins,CO,80528,946.0,0.0,0.0,0.0,10.0,True,True,1.0,118.0,0.0,0.0,0.0,1.0,1.0,0.0,1,2,0,3,0,0,0,0,0,0,0,5,1
63,Boulder,CO,80304,655.0,0.0,0.0,0.0,0.0,True,True,1.0,236.0,0.0,0.0,0.0,3.0,3.0,0.0,1,2,0,1,0,0,5,0,0,0,0,8,0
27,Englewood,CO,80112,2074.11,0.0,59.0,2.0,10.0,True,True,1.0,236.0,0.0,59.0,1172.0,4.0,4.0,0.0,1,1,0,7,0,2,5,0,0,0,0,15,1
45,Denver,CO,80238,1751.2,0.0,726.12,6.0,0.0,True,True,1.0,0.0,0.0,427.12,1073.2,2.0,2.0,0.0,1,1,1,0,0,0,0,0,0,0,0,2,1
47,Greeley,CO,80634,2679.57,272.29,1253.57,19.0,10.0,True,True,1.0,171.0,454.29,1793.13,2551.13,7.0,4.0,3.0,1,2,3,1,0,0,0,0,0,0,0,6,0
37,Denver,CO,80218,1108.99,0.0,529.0,3.0,3.78,True,True,1.0,208.0,0.0,1192.58,1237.07,2.0,2.0,0.0,0,2,0,0,0,0,0,0,0,0,0,2,0
38,Boulder,CO,80304,1596.0,0.0,0.0,3.0,0.0,True,True,1.0,0.0,634.94,1203.94,1362.94,5.0,5.0,0.0,1,4,2,1,1,0,2,0,0,0,0,10,1
50,Longmont,CO,80503,286.94,78.94,78.94,2.0,10.0,True,True,1.0,208.0,78.94,78.94,78.94,1.0,1.0,0.0,0,0,0,2,0,0,0,0,0,0,0,2,0
52,Denver,CO,80206,2564.21,603.14,2137.21,21.0,8.27,True,True,1.0,149.0,996.2,2935.18,3374.18,4.0,2.0,2.0,0,1,0,0,0,0,1,0,0,0,0,2,0
41,Littleton,CO,80122,3681.23,0.0,308.0,2.0,0.0,True,True,1.0,0.0,0.0,159.0,308.0,1.0,1.0,0.0,1,1,0,1,0,0,0,0,0,0,0,2,0
30,Denver,CO,80228,939.11,469.0,469.0,3.0,0.0,True,True,1.0,0.0,469.0,469.0,499.11,1.0,1.0,0.0,1,3,3,2,1,2,6,0,0,0,0,17,0
59,Berthoud,CO,80513,3158.29,120.79,526.29,8.0,7.15,True,True,1.0,0.0,120.79,526.29,1454.29,1.0,1.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,1
27,Conifer,CO,80433,1157.0,0.0,315.0,26.0,0.0,True,True,1.0,354.0,1754.06,3386.6,4490.22,4.0,4.0,0.0,0,2,3,0,0,0,1,0,0,0,0,6,0
24,Elizabeth,CO,80107,914.0,0.0,0.0,0.0,0.0,True,False,0.0,236.0,0.0,0.0,0.0,1.0,1.0,0.0,1,9,2,0,0,2,6,0,0,0,0,19,0
35,Littleton,CO,80123,917.0,0.0,0.0,0.0,10.0,True,True,1.0,59.0,0.0,0.0,0.0,1.0,1.0,0.0,1,0,0,2,0,0,4,0,0,0,0,6,1
55,Centennial,CO,80122,2271.0,518.0,1495.0,10.0,4.9,True,True,1.0,159.0,518.0,1624.0,1772.0,5.0,3.0,2.0,0,0,1,0,0,0,0,0,0,0,0,1,0
46,Englewood,CO,80112,5368.79,1239.1,3139.79,11.0,8.89,True,True,1.0,139.0,1383.75,4511.44,4658.44,3.0,1.0,2.0,1,0,2,1,0,0,0,0,0,0,0,3,1
36,Golden,CO,80401,2426.0,489.0,1198.0,6.0,10.0,True,True,1.0,0.0,978.0,2326.0,2405.0,3.0,3.0,0.0,1,0,0,0,0,0,4,0,0,0,0,4,1
69,Englewood,CO,80111,3137.2,459.26,1480.61,13.0,10.0,True,True,1.0,396.0,1078.33,2130.49,2155.08,4.0,4.0,0.0,0,1,2,1,0,0,2,0,0,0,0,6,1
45,Granby,CO,80446,4186.0,1055.0,2890.0,8.0,0.0,True,True,0.0,0.0,1055.0,2890.0,2890.0,1.0,1.0,0.0,1,2,0,3,0,0,0,0,0,0,0,5,1
57,Denver,CO,80222,1841.0,358.0,517.0,3.0,4.78,True,True,1.0,139.0,358.0,517.0,1084.0,3.0,3.0,0.0,0,2,2,0,0,0,1,0,0,0,0,5,1
33,Boulder,CO,80302,328.0,0.0,0.0,0.0,10.0,True,True,1.0,118.0,0.0,0.0,0.0,2.0,2.0,0.0,1,2,0,0,0,0,2,0,0,0,0,4,0
28,Littleton,CO,80123,1275.66,465.34,1196.66,24.0,10.0,True,True,1.0,0.0,1682.34,6312.44,7691.44,7.0,7.0,0.0,0,2,2,0,1,0,3,0,0,0,0,8,0
56,Denver,CO,80206,2053.0,211.8,701.0,10.0,6.35,True,True,1.0,177.0,211.8,602.0,849.0,3.0,2.0,1.0,1,0,3,5,4,1,0,0,0,0,0,13,1
58,Louisville,CO,80027,960.0,454.0,752.0,3.0,4.96,True,True,1.0,208.0,454.0,454.0,752.0,1.0,1.0,0.0,0,0,0,0,0,2,0,0,0,0,0,2,0
39,Denver,CO,80223,2919.14,420.0,1485.14,10.0,7.74,True,True,1.0,59.0,420.0,1485.14,1534.14,1.0,1.0,0.0,1,2,1,2,1,1,1,0,0,0,0,8,1
66,Longmont,CO,80503,8694.23,798.0,3057.79,17.0,8.9,True,True,1.0,236.0,798.0,3670.55,5382.96,7.0,6.0,1.0,1,0,0,0,4,0,0,0,0,0,0,4,1
63,Boulder,CO,80301,3281.82,469.0,1027.0,13.0,0.0,True,True,1.0,59.0,469.0,1027.0,1155.61,3.0,2.0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,1
45,Monument,CO,80132,479.0,0.0,0.0,0.0,0.0,True,True,0.0,298.0,0.0,0.0,0.0,2.0,2.0,0.0,1,0,1,2,0,0,0,0,0,0,0,3,0
52,Parker,CO,80134,5203.69,43.67,43.67,8.0,10.0,True,True,1.0,180.0,1003.67,3844.47,6176.47,5.0,2.0,3.0,1,1,3,0,0,3,0,0,0,0,0,7,1
55,Lakewood,CO,80215,14059.53,1623.55,7056.53,24.0,0.0,True,True,1.0,424.0,2782.55,8608.27,8708.27,4.0,4.0,0.0,0,0,1,1,0,1,0,0,0,0,0,3,1
43,Littleton,CO,80127,887.0,0.0,0.0,0.0,0.0,True,True,1.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,0,1,1,0,0,1,1,0,0,0,0,4,1
51,Granby,CO,80446,1236.2,123.83,354.7,96.0,0.0,True,True,0.0,100.0,159.15,390.02,400.02,3.0,2.0,1.0,1,2,4,2,1,0,7,0,0,0,0,16,0
51,Longmont,CO,80503,1196.22,0.0,362.95,8.0,0.0,True,True,1.0,0.0,0.0,362.95,362.95,1.0,1.0,0.0,1,0,0,0,0,0,1,0,0,0,0,1,0
62,Denver,CO,80206,2554.0,0.0,924.0,2.0,10.0,False,True,1.0,417.0,0.0,477.0,924.0,4.0,4.0,0.0,0,0,2,2,1,0,0,0,0,0,0,5,1
51,Denver,CO,80206,7130.81,1970.22,3684.51,26.0,10.0,True,True,1.0,59.0,2037.79,5615.57,6235.73,7.0,3.0,4.0,0,1,0,1,0,0,3,0,0,0,0,5,1
42,Lafayette,CO,80026,2235.02,0.0,0.0,0.0,10.0,True,True,1.0,59.0,0.0,0.0,207.0,4.0,2.0,2.0,1,3,4,0,0,3,0,0,0,0,0,10,0
44,Winter Park,CO,80482,3516.35,638.14,1790.35,29.0,9.13,True,True,0.0,0.0,657.64,1809.85,2282.85,3.0,3.0,0.0,1,9,6,6,3,1,14,0,0,0,0,39,1
56,Lafayette,CO,80026,2674.97,0.0,686.0,7.0,10.0,True,True,1.0,413.0,0.0,686.0,755.0,4.0,3.0,1.0,0,7,5,1,2,0,1,0,0,0,0,16,0
32,Golden,CO,80401,698.0,0.0,0.0,0.0,0.0,True,True,1.0,59.0,0.0,0.0,0.0,3.0,3.0,0.0,1,2,0,0,0,1,0,0,0,0,0,3,1
53,Fort Collins,CO,80524,4981.12,1118.86,3207.49,31.0,10.0,True,True,1.0,0.0,1118.86,3207.49,4981.12,4.0,2.0,2.0,0,0,0,0,0,0,1,0,0,0,0,1,0
69,Fraser,CO,80442,3690.74,72.94,1669.74,14.0,0.0,True,True,0.0,59.0,72.94,1669.74,1767.74,4.0,4.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1,1
42,Englewood,CO,80111,4205.0,2852.0,2991.0,12.0,9.07,True,True,1.0,236.0,2882.0,3309.0,3507.0,5.0,3.0,2.0,1,0,0,4,0,0,0,0,0,0,0,4,1
42,Fort Collins,CO,80521,1155.36,298.0,437.0,7.0,10.0,True,True,1.0,59.0,298.0,437.0,437.0,1.0,1.0,0.0,1,1,0,0,3,0,0,0,0,0,0,4,0
29,Fort Collins,CO,80525,4050.28,735.32,2294.28,7.0,8.49,True,True,1.0,59.0,1324.32,2883.28,2883.28,1.0,1.0,0.0,1,0,0,1,0,0,2,0,0,0,0,3,1
41,Denver,CO,80211,728.0,579.0,579.0,2.0,7.85,True,True,1.0,149.0,579.0,579.0,579.0,4.0,4.0,0.0,0,1,0,3,0,0,0,0,0,0,0,4,0
36,Winter Park,CO,80482,2285.72,898.83,909.72,5.0,0.0,True,True,0.0,59.0,898.83,909.72,909.72,3.0,1.0,2.0,0,0,1,0,0,0,0,0,0,0,0,1,1
54,Louisville,CO,80027,3161.29,1000.29,1840.29,16.0,8.89,True,True,1.0,447.0,1000.29,2214.3,2697.3,7.0,6.0,1.0,0,2,1,0,3,0,1,0,0,0,0,7,0
57,Fraser,CO,80442,9825.82,0.0,6307.5,77.0,0.0,True,True,0.0,109.0,1222.54,7941.61,8699.95,5.0,4.0,1.0,1,0,4,2,0,2,0,0,0,0,0,8,0
50,Broomfield,CO,80020,3697.71,642.07,1357.76,21.0,0.0,True,True,1.0,118.0,642.07,1347.76,1845.76,3.0,3.0,0.0,0,0,1,0,1,0,0,0,0,0,0,2,1
27,Erie,CO,80516,518.0,0.0,0.0,4.0,0.0,True,True,1.0,159.0,337.89,607.24,607.24,3.0,3.0,0.0,0,0,0,1,1,1,1,0,0,0,0,4,1
30,Conifer,CO,80433,736.0,0.0,0.0,0.0,10.0,True,True,1.0,177.0,0.0,0.0,0.0,3.0,3.0,0.0,1,0,0,0,0,0,5,0,0,0,0,5,0
62,Littleton,CO,80122,2294.0,179.0,1291.0,6.0,7.81,True,True,1.0,236.0,179.0,397.0,1440.0,4.0,4.0,0.0,1,2,2,0,1,0,4,0,0,0,0,9,0
35,Denver,CO,80206,864.1,0.0,118.0,1.0,0.0,True,True,1.0,236.0,0.0,118.0,140.1,2.0,2.0,0.0,1,0,0,6,0,0,7,0,0,0,0,13,0
48,Littleton,CO,80122,5594.39,42.48,56.6,15.0,0.0,True,True,1.0,100.0,42.48,133.33,413.44,3.0,1.0,2.0,1,0,0,0,0,0,1,0,0,0,0,1,0
73,Littleton,CO,80122,5434.54,728.0,2232.54,6.0,0.0,True,True,1.0,230.0,728.0,2379.32,2379.32,4.0,4.0,0.0,0,0,0,0,0,0,3,0,0,0,0,3,1
31,Castle Rock,CO,80108,1215.07,918.0,918.0,1.0,10.0,True,True,1.0,59.0,918.0,918.0,918.0,3.0,3.0,0.0,1,0,0,0,2,0,1,0,0,0,0,3,0
30,Lakewood,CO,80232,1846.69,13.31,1017.78,23.0,7.99,True,True,1.0,0.0,373.05,2021.01,2410.18,2.0,2.0,0.0,0,9,13,10,9,3,13,0,0,0,0,57,0
57,Fort Collins,CO,80524,11506.41,1195.52,4767.2,38.0,10.0,True,True,1.0,112.0,1700.56,5467.07,6326.32,4.0,4.0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,1
55,Englewood,CO,80112,4030.42,608.06,1847.42,9.0,10.0,True,True,1.0,59.0,608.06,1847.42,1847.42,5.0,4.0,1.0,1,4,1,0,0,1,1,0,0,0,0,7,1
54,Lakewood,CO,80227,1823.0,149.0,278.0,5.0,3.73,True,True,1.0,0.0,298.0,791.36,989.36,3.0,3.0,0.0,1,0,0,0,1,0,0,0,0,0,0,1,1
65,Denver,CO,80209,966.98,49.0,696.98,13.0,10.0,True,False,1.0,100.0,49.0,696.98,696.98,1.0,1.0,0.0,0,4,3,3,2,1,1,0,0,0,0,14,0
69,Fort Collins,CO,80525,1249.7,0.0,0.0,0.0,10.0,True,True,1.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0,0,1,2,0,0,0,0,0,0,0,3,1
54,Golden,CO,80401,1129.0,0.0,440.0,21.0,10.0,True,True,1.0,0.0,1082.78,3518.31,3587.31,4.0,4.0,0.0,1,0,1,0,0,1,0,0,0,0,0,2,1
46,Evergreen,CO,80439,2118.08,33.93,238.26,13.0,0.0,True,True,1.0,118.0,33.93,238.26,238.26,1.0,1.0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,1
43,Evergreen,CO,80439,3930.44,3.79,1092.44,68.0,10.0,True,True,1.0,0.0,832.36,5227.12,6145.31,5.0,3.0,2.0,1,0,0,0,0,1,0,0,0,0,0,1,0
65,Morrison,CO,80465,3612.51,0.0,1378.31,8.0,10.0,True,True,1.0,59.0,0.0,1378.31,2362.51,2.0,1.0,1.0,0,1,0,0,0,0,0,0,0,0,0,1,1
19,Golden,CO,80401,673.94,0.0,95.94,4.0,0.0,True,False,1.0,0.0,25.0,459.94,459.94,4.0,4.0,0.0,1,1,1,0,0,0,1,0,0,0,0,3,1
33,Fort Collins,CO,80524,548.0,0.0,0.0,2.0,0.0,True,False,1.0,118.0,0.0,261.87,261.87,3.0,3.0,0.0,1,2,0,0,0,0,3,0,0,0,0,5,0
33,Colorado Springs,CO,80920,1187.49,0.0,580.91,2.0,0.0,True,False,0.0,59.0,0.0,580.91,889.49,1.0,1.0,0.0,1,0,2,0,0,0,2,0,0,0,0,4,0
25,Louisville,CO,80027,1377.26,98.0,1074.0,14.0,5.48,True,True,1.0,0.0,1412.0,2401.7,2480.7,8.0,6.0,2.0,0,0,0,5,0,0,0,0,0,0,0,5,0
30,Lakewood,CO,80228,348.0,0.0,138.0,2.0,10.0,True,True,1.0,0.0,0.0,138.0,138.0,1.0,1.0,0.0,1,1,0,1,0,0,1,0,0,0,0,3,0
77,Westminster,CO,80030,559.9,0.0,0.0,0.0,10.0,True,True,1.0,59.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,1
54,Denver,CO,80228,2325.0,0.0,2078.0,7.0,10.0,True,True,1.0,0.0,0.0,2215.44,2744.44,7.0,6.0,1.0,0,0,2,0,2,0,0,0,0,0,0,4,0
75,Fraser,CO,80442,6106.42,1009.0,3058.74,16.0,0.0,True,True,0.0,0.0,1009.0,3337.74,3958.23,3.0,3.0,0.0,1,13,15,5,0,0,9,0,0,0,0,42,1
46,Windsor,CO,80550,1667.0,275.0,275.0,2.0,0.0,False,True,1.0,0.0,275.0,275.0,275.0,1.0,1.0,0.0,1,1,0,0,0,0,1,0,0,0,0,2,1
47,Littleton,CO,80127,5814.71,2278.22,3519.71,70.0,10.0,True,True,1.0,0.0,9143.05,18404.59,20705.49,6.0,2.0,4.0,0,0,0,11,2,0,0,0,0,0,0,13,0
31,Fort Collins,CO,80524,658.08,149.0,149.0,1.0,0.0,True,False,1.0,0.0,149.0,149.0,179.08,2.0,2.0,0.0,1,0,0,0,0,0,1,0,0,0,0,1,0
36,Arvada,CO,80004,274.0,0.0,0.0,0.0,0.0,True,True,1.0,59.0,0.0,0.0,0.0,1.0,1.0,0.0,1,2,0,0,0,2,6,0,0,0,0,10,0
79,Denver,CO,80206,951.0,0.0,586.0,7.0,0.0,True,True,1.0,0.0,309.0,1434.0,2317.0,3.0,3.0,0.0,0,1,3,3,0,2,1,0,0,0,0,10,0
56,Littleton,CO,80128,5100.82,1877.39,3543.82,31.0,9.5,True,True,1.0,177.0,2826.33,4541.76,4610.76,2.0,2.0,0.0,0,0,0,0,0,0,3,0,0,0,0,3,1
49,Englewood,CO,80111,4537.99,893.87,1500.87,12.0,10.0,True,True,1.0,447.0,893.87,1925.32,1994.32,3.0,2.0,1.0,1,1,0,1,0,0,0,0,0,0,0,2,1
51,Littleton,CO,80130,7003.3,1158.0,2336.12,13.0,3.64,True,True,1.0,834.0,1158.0,2336.12,3071.07,5.0,4.0,1.0,0,2,2,2,3,0,1,0,0,0,0,10,1
27,Evergreen,CO,80439,1601.33,545.33,1483.33,23.0,0.0,True,True,1.0,118.0,974.33,2830.25,3606.25,3.0,3.0,0.0,0,1,0,0,0,4,5,0,0,0,0,10,0
62,Littleton,CO,80127,9609.49,1794.49,4795.49,26.0,10.0,True,True,1.0,59.0,1813.18,4327.0,5644.0,4.0,4.0,0.0,0,0,0,0,0,0,1,0,0,0,0,1,1
52,Arvada,CO,80004,2288.15,228.0,1810.15,24.0,9.69,True,True,1.0,118.0,4077.45,5642.29,6168.29,5.0,4.0,1.0,0,0,2,2,2,0,0,0,0,0,0,6,0
54,Fraser,CO,80442,3774.4,629.4,1662.9,70.0,10.0,True,True,0.0,4.44,750.58,1973.55,3053.24,8.0,7.0,1.0,1,0,0,2,0,0,6,0,0,0,0,8,1
48,Idaho Springs,CO,80452,5354.0,938.0,2654.0,16.0,5.79,True,True,0.0,59.0,1420.0,3434.0,3532.0,4.0,3.0,1.0,0,0,0,1,0,0,0,0,0,0,0,1,1
42,Parker,CO,80134,3407.26,726.12,1853.26,14.0,8.4,True,True,1.0,118.0,726.12,1965.01,2424.01,3.0,2.0,1.0,1,2,1,1,0,0,1,0,0,0,0,5,1
48,Littleton,CO,80122,3499.29,622.65,705.71,28.0,10.0,True,True,1.0,767.0,1506.53,3351.45,3449.45,4.0,2.0,2.0,1,1,4,5,2,1,0,0,0,0,0,13,1
52,Castle Rock,CO,80104,2100.47,0.0,498.0,2.0,2.64,True,True,1.0,59.0,0.0,498.0,657.0,3.0,2.0,1.0,0,1,0,0,0,0,0,0,0,0,0,1,1
52,Aurora,CO,80016,600.56,0.0,0.0,0.0,10.0,True,True,1.0,4.44,0.0,0.0,0.0,3.0,2.0,1.0,1,1,0,0,0,0,0,0,0,0,0,1,0
42,Winter Park,CO,80482,1438.57,10.75,22.57,24.0,0.0,True,True,0.0,0.0,1654.9,5336.72,5636.72,5.0,3.0,2.0,1,3,2,3,3,1,4,0,0,0,0,16,0
69,Greeley,CO,80634,9266.43,53.0,3890.28,36.0,0.0,True,True,1.0,118.0,1616.36,5976.4,8010.85,7.0,6.0,1.0,1,4,2,3,0,0,0,0,0,0,0,9,1
51,Granby,CO,80446,4651.2,0.0,0.0,2.0,10.0,True,True,0.0,50.0,405.96,405.96,405.96,4.0,3.0,1.0,1,3,3,2,0,2,6,0,0,0,0,16,1
53,Golden,CO,80403,2552.0,0.0,370.0,2.0,10.0,True,True,1.0,0.0,0.0,370.0,419.0,4.0,3.0,1.0,1,2,1,0,0,0,2,0,0,0,0,5,1
53,Littleton,CO,80127,16264.25,2269.13,8945.68,41.0,10.0,True,True,1.0,142.44,2290.24,9615.79,11072.81,4.0,2.0,2.0,0,4,0,2,0,0,0,0,0,0,0,6,1
58,Denver,CO,80206,4650.93,1747.88,2175.82,38.0,10.0,True,True,1.0,112.0,2206.88,6309.67,6910.52,5.0,5.0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0
63,Denver,CO,80218,3366.46,484.94,2220.46,29.0,0.0,True,True,1.0,199.0,974.94,3132.84,3767.33,3.0,3.0,0.0,0,1,0,1,0,0,0,0,0,0,0,2,1
35,Arvada,CO,80002,2408.21,179.0,1432.21,7.0,0.0,True,True,1.0,59.0,0.0,1432.21,1501.21,1.0,1.0,0.0,1,1,1,0,0,1,3,0,0,0,0,6,0
49,Denver,CO,80227,1805.0,0.0,809.0,6.0,7.8,True,True,1.0,59.0,0.0,809.0,858.0,1.0,1.0,0.0,1,0,1,0,0,0,2,0,0,0,0,3,1
58,Colorado Springs,CO,80904,2962.06,439.0,2656.06,32.0,9.37,True,True,0.0,0.0,1530.37,5433.71,5739.71,4.0,3.0,1.0,0,0,0,1,0,0,5,0,0,0,0,6,0
62,Granby,CO,80446,1929.28,25.0,1541.28,12.0,6.1,True,True,0.0,0.0,754.0,3739.28,3759.28,2.0,2.0,0.0,1,3,4,5,2,0,5,0,0,0,0,19,1
56,Littleton,CO,80128,3454.39,550.43,1649.39,21.0,0.0,True,True,1.0,0.0,550.43,1649.39,1698.39,1.0,1.0,0.0,1,1,0,0,1,0,1,0,0,0,0,3,1
50,Denver,CO,80215,7382.36,1358.55,3709.99,21.0,7.69,True,True,1.0,267.0,1358.55,3709.99,4024.99,4.0,2.0,2.0,1,3,2,2,1,1,7,0,0,0,0,16,1
39,Lakewood,CO,80401,3261.0,469.0,1467.0,11.0,10.0,True,True,1.0,59.0,469.0,1467.0,1516.0,1.0,1.0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,1
69,Denver,CO,80206,603.74,70.88,214.74,14.0,10.0,True,True,1.0,0.0,525.62,1745.48,3011.48,7.0,7.0,0.0,0,0,0,0,1,0,2,0,0,0,0,3,1
47,Fraser,CO,80442,429.0,429.0,429.0,2.0,0.0,True,True,0.0,0.0,429.0,429.0,429.0,1.0,1.0,0.0,0,2,4,2,1,0,4,0,0,0,0,13,0
39,Broomfield,CO,80021,2774.06,0.0,460.06,4.0,8.46,True,True,1.0,0.0,0.0,460.06,1427.06,3.0,3.0,0.0,1,4,5,1,1,1,6,0,0,0,0,18,1
41,Louisville,CO,80027,1484.0,1058.0,1058.0,4.0,10.0,True,True,1.0,277.0,1058.0,1058.0,1058.0,2.0,1.0,1.0,0,0,1,5,0,0,0,0,0,0,0,6,0
52,Denver,CO,80209,3288.6,1077.8,2266.6,24.0,10.0,True,True,1.0,416.0,1327.72,2218.52,2516.52,2.0,2.0,0.0,0,4,0,1,0,0,0,0,0,0,0,5,0
59,Loveland,CO,80538,5501.0,968.0,4007.0,31.0,10.0,True,True,1.0,317.0,1906.34,5979.09,6208.09,2.0,2.0,0.0,0,0,2,0,0,0,0,0,0,0,0,2,1
45,Littleton,CO,80123,7931.9,140.58,3629.19,33.0,0.0,True,True,1.0,449.2,677.24,4416.66,4532.37,3.0,2.0,1.0,0,2,2,3,0,0,0,0,0,0,0,7,1
38,Arvada,CO,80005,1154.0,0.0,0.0,0.0,10.0,True,False,1.0,59.0,0.0,0.0,726.0,1.0,1.0,0.0,1,6,3,2,1,0,3,0,0,0,0,15,0
29,Arvada,CO,80007,756.85,0.0,199.85,7.0,10.0,True,True,1.0,0.0,0.0,378.64,516.64,2.0,2.0,0.0,0,2,0,0,0,0,0,0,0,0,0,2,0
50,Littleton,CO,80128,1017.0,0.0,548.0,3.0,10.0,True,True,1.0,0.0,0.0,548.0,548.0,2.0,1.0,1.0,1,1,3,1,0,0,1,0,0,0,0,6,0
55,Denver,CO,80237,2470.06,0.0,996.06,2.0,7.39,True,True,1.0,118.0,0.0,996.06,996.06,3.0,2.0,1.0,0,0,0,0,0,0,2,0,0,0,0,2,1
21,Conifer,CO,80433,1737.64,0.0,141.48,11.0,10.0,True,True,1.0,0.0,1088.0,2963.37,2963.37,3.0,3.0,0.0,0,4,6,3,0,0,6,0,0,0,0,19,1
38,Denver,CO,80212,1245.0,0.0,549.0,5.0,8.22,True,True,1.0,118.0,0.0,549.0,549.0,1.0,1.0,0.0,1,2,2,1,3,1,6,0,0,0,0,15,0
64,Winter Park,CO,80482,18827.3,2056.0,7755.3,26.0,0.0,True,True,0.0,177.0,2056.0,7768.42,10382.42,5.0,4.0,1.0,0,2,1,0,0,0,0,0,0,0,0,3,1
63,Denver,CO,80218,3383.0,460.0,1487.0,14.0,5.51,True,True,1.0,318.0,460.0,1487.0,2026.0,2.0,2.0,0.0,1,0,2,0,0,0,0,0,0,0,0,2,1
40,Golden,CO,80403,5234.01,4225.01,4288.01,7.0,10.0,True,True,1.0,118.0,4225.01,4430.73,4430.73,3.0,3.0,0.0,1,4,1,3,0,0,1,0,0,0,0,9,1
61,Boulder,CO,80302,3919.91,499.0,1859.91,13.0,9.17,True,True,1.0,59.0,499.0,1859.91,2416.91,1.0,1.0,0.0,0,1,0,0,0,0,1,0,0,0,0,2,1
45,Littleton,CO,80127,11652.21,3468.66,8543.24,68.0,9.32,True,True,1.0,378.0,4231.41,11978.85,13060.21,6.0,3.0,3.0,0,2,0,3,0,0,0,0,0,0,0,5,0
35,Denver,CO,80212,3000.58,479.0,1844.58,11.0,10.0,True,True,1.0,0.0,479.0,1844.58,1923.58,1.0,1.0,0.0,1,6,3,4,3,3,1,0,0,0,0,20,1
41,Denver,CO,80211,1125.0,0.0,69.0,8.0,0.0,True,True,1.0,0.0,0.0,1259.61,2759.99,4.0,3.0,1.0,0,1,1,1,0,0,1,0,0,0,0,4,0
27,Golden,CO,80403,1607.1,49.0,632.1,4.0,0.0,True,True,1.0,0.0,49.0,632.1,632.1,1.0,1.0,0.0,0,6,5,10,6,0,4,0,0,0,0,31,1
48,Centennial,CO,80122,6166.25,257.15,2754.25,20.0,0.0,True,True,1.0,149.0,257.15,2754.25,3099.25,3.0,1.0,2.0,1,3,1,0,0,0,1,0,0,0,0,5,1
56,Littleton,CO,80123,690.48,0.0,3.48,14.0,9.67,True,True,1.0,278.0,98.0,3084.8,3480.8,3.0,2.0,1.0,0,1,0,0,1,0,1,0,0,0,0,3,1
47,Denver,CO,80236,1235.0,399.0,399.0,3.0,0.0,True,False,1.0,298.0,563.01,563.01,563.01,5.0,4.0,1.0,0,1,1,2,4,0,0,0,0,0,0,8,0
41,Fraser,CO,80442,1159.78,401.78,790.78,5.0,0.0,True,False,0.0,0.0,401.78,790.78,790.78,1.0,1.0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0
32,Colorado Springs,CO,80903,1765.0,0.0,878.0,1.0,0.0,True,False,0.0,59.0,0.0,878.0,878.0,2.0,2.0,0.0,1,0,0,1,0,0,3,0,0,0,0,4,0
38,Denver,CO,80226,1165.0,0.0,0.0,0.0,0.0,True,True,1.0,59.0,0.0,0.0,0.0,3.0,3.0,0.0,1,5,1,0,0,0,1,0,0,0,0,7,1
46,Longmont,CO,80504,895.0,0.0,0.0,0.0,0.0,True,False,1.0,298.0,0.0,0.0,0.0,3.0,2.0,1.0,1,0,1,1,2,0,0,0,0,0,0,4,1
41,Fort Collins,CO,80521,1722.0,368.0,1225.0,8.0,0.0,True,True,1.0,298.0,537.0,1394.0,1394.0,2.0,2.0,0.0,0,0,2,0,0,0,0,0,0,0,0,2,0
40,Denver,CO,80206,578.0,0.0,0.0,9.0,10.0,True,True,1.0,149.0,304.0,744.0,744.0,2.0,2.0,0.0,1,0,1,0,0,0,0,0,0,0,0,1,0
