Age,City,StateProvinceCode,PostalCode,CustomerLifetimeSpend,Customer1YearSpend,Customer3YearSpend,ThreeYearVisitCount,SkiLoyaltyIndexRating,IsWinterGuest,IsSummerGuest,FrontRangeMarket,Spend_Winter_2010,Household1YearSpend,Household3YearSpend,HouseholdLifetimeSpend,NumberOfHouseholdMembers,NumberOfAdults,NumberOfChildren,Pass_Winter_2010,January,February,March,April,November,December,Ski_Resort1,Ski_Resort2,Ski_Resort3,Ski_Resort4,Ski_Resort5,Pass_Winter_2011
23,Longmont,CO,80504,5204.21,229.76,436.21,35.0,7.87,True,True,1.0,413.0,309.89,4761.63,6562.03,6.0,5.0,1.0,1,2,2,5,1,4,12,0,0,0,0,26,1
73,Pine,CO,80470,2613.0,0.0,0.0,0.0,0.0,True,True,1.0,59.0,0.0,0.0,0.0,2.0,2.0,0.0,1,0,0,0,0,2,0,0,0,0,0,2,1
71,Denver,CO,80231,5700.84,6.58,1760.84,11.0,10.0,True,True,1.0,472.0,789.1,2563.36,3341.36,2.0,2.0,0.0,1,15,11,16,2,4,13,0,0,0,0,61,1
36,Littleton,CO,80128,1227.0,0.0,440.0,1.0,10.0,True,True,1.0,0.0,0.0,440.0,440.0,2.0,2.0,0.0,1,2,5,0,0,0,0,0,0,0,0,7,1
59,Colorado Springs,CO,80920,3952.9,517.29,2079.36,24.0,7.35,True,True,0.0,236.0,561.13,2644.0,3157.93,5.0,5.0,0.0,0,2,0,0,0,0,0,0,0,0,0,2,1
41,Mead,CO,80542,1340.74,0.0,484.74,7.0,5.85,True,True,1.0,0.0,0.0,1033.74,1033.74,6.0,3.0,3.0,1,4,0,1,1,0,0,0,0,0,0,6,0
42,Westminster,CO,80023,2559.64,0.0,1884.64,4.0,0.0,True,True,1.0,59.0,0.0,2656.21,2656.21,4.0,2.0,2.0,0,4,0,1,0,0,0,0,0,0,0,5,0
28,Johnstown,CO,80534,2570.0,0.0,1144.0,9.0,7.34,True,True,1.0,59.0,452.0,1914.0,2579.0,4.0,4.0,0.0,1,5,0,2,1,0,1,0,0,0,0,9,1
46,Longmont,CO,80503,250.0,100.0,150.0,7.0,10.0,True,True,1.0,0.0,100.0,150.0,150.0,3.0,3.0,0.0,1,1,1,0,0,0,0,0,0,0,0,2,1
42,Castle Rock,CO,80109,6166.95,961.94,2752.38,18.0,0.0,True,True,1.0,354.0,961.94,2897.42,3508.99,3.0,3.0,0.0,1,12,6,5,4,2,1,0,0,0,0,30,1
38,Arvada,CO,80004,1849.23,179.0,949.23,5.0,8.11,True,True,1.0,0.0,179.0,949.23,1419.23,3.0,3.0,0.0,1,0,1,0,0,0,6,0,0,0,0,7,0
52,Littleton,CO,80130,3222.14,0.0,1059.0,12.0,8.1,True,True,1.0,0.0,0.0,1472.0,1917.0,3.0,3.0,0.0,0,1,1,3,0,2,1,0,0,0,0,8,1
30,Denver,CO,80210,2232.0,0.0,1434.0,5.0,0.0,True,True,1.0,0.0,776.0,1614.0,3008.0,3.0,3.0,0.0,0,1,2,0,1,3,0,0,0,0,0,7,0
58,Arvada,CO,80004,4545.0,677.0,1881.0,9.0,0.0,True,True,1.0,754.0,677.0,1493.0,1940.0,3.0,3.0,0.0,0,0,0,4,2,0,2,0,0,0,0,8,1
40,Denver,CO,80212,3776.98,708.0,2185.98,8.0,0.0,True,True,1.0,236.0,1217.0,2722.15,2870.15,5.0,3.0,2.0,1,5,4,4,1,2,4,0,0,0,0,20,1
46,Broomfield,CO,80021,1655.0,499.0,968.0,3.0,6.06,True,True,1.0,149.0,499.0,968.0,968.0,1.0,1.0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,1
55,Golden,CO,80401,2720.8,938.0,2322.8,10.0,0.0,True,True,1.0,398.0,938.0,2031.75,2527.75,3.0,3.0,0.0,0,1,0,1,0,0,1,0,0,0,0,3,0
27,Boulder,CO,80303,407.14,0.0,407.14,17.0,10.0,True,True,1.0,0.0,1982.52,5542.63,5542.63,5.0,5.0,0.0,0,1,0,2,1,0,1,0,0,0,0,5,0
48,Colorado Springs,CO,80903,1017.0,0.0,0.0,0.0,0.0,True,True,0.0,59.0,0.0,0.0,0.0,2.0,2.0,0.0,1,0,0,0,0,0,4,0,0,0,0,4,0
25,Loveland,CO,80537,1012.0,648.0,835.0,11.0,0.0,True,True,1.0,177.0,1296.0,1483.0,1576.59,2.0,2.0,0.0,0,4,1,0,2,3,2,0,0,0,0,12,0
32,Denver,CO,80210,1516.8,657.8,1076.8,8.0,7.47,True,True,1.0,0.0,657.8,1076.8,1076.8,1.0,1.0,0.0,1,2,5,4,1,0,4,0,0,0,0,16,0
33,Denver,CO,80209,1884.0,229.0,1108.0,7.0,8.2,True,True,1.0,199.0,229.0,1108.0,1226.0,2.0,2.0,0.0,0,0,2,0,0,0,0,0,0,0,0,2,1
47,Fort Collins,CO,80524,997.82,76.57,488.82,18.0,0.0,True,True,1.0,30.0,874.57,2907.31,4950.31,3.0,2.0,1.0,1,0,0,0,0,0,1,0,0,0,0,1,0
53,Golden,CO,80401,3347.08,1059.54,1847.54,7.0,6.14,True,True,1.0,232.9,1059.54,1847.54,1847.54,4.0,2.0,2.0,0,1,2,2,0,0,0,0,0,0,0,5,0
61,Boulder,CO,80301,5310.0,0.0,389.0,4.0,0.0,True,True,1.0,118.0,0.0,949.92,1018.92,5.0,5.0,0.0,1,4,2,6,3,3,3,0,0,0,0,21,1
57,Denver,CO,80226,2960.59,0.0,190.59,5.0,0.0,True,True,1.0,0.0,0.0,190.59,855.59,1.0,1.0,0.0,1,5,8,1,3,0,13,0,0,0,0,30,1
34,Englewood,CO,80111,1112.0,0.0,0.0,0.0,0.0,True,True,1.0,531.0,0.0,0.0,0.0,1.0,1.0,0.0,1,1,8,0,0,0,1,0,0,0,0,10,0
35,Denver,CO,80205,1944.0,0.0,498.0,5.0,10.0,True,True,1.0,0.0,0.0,498.0,1066.0,1.0,1.0,0.0,0,5,3,1,0,0,3,0,0,0,0,12,1
32,Winter Park,CO,80482,1732.0,0.0,369.0,19.0,0.0,True,True,0.0,236.0,59.72,489.7,489.7,3.0,2.0,1.0,0,0,4,0,0,0,0,0,0,0,0,4,1
61,Golden,CO,80401,3581.24,539.0,1781.34,13.0,10.0,True,True,1.0,236.0,539.0,1292.34,1781.34,1.0,1.0,0.0,1,3,1,8,2,1,0,0,0,0,0,15,1
54,Erie,CO,80516,308.0,0.0,10.0,3.0,10.0,True,True,1.0,149.0,0.0,169.0,318.0,2.0,2.0,0.0,0,0,1,1,0,0,2,0,0,0,0,4,0
53,Lafayette,CO,80026,2687.02,478.06,1342.02,13.0,10.0,True,True,1.0,59.0,478.06,1342.02,1391.02,1.0,1.0,0.0,0,0,0,0,0,0,1,0,0,0,0,1,1
62,Erie,CO,80516,1770.03,1005.03,1164.03,6.0,10.0,True,True,1.0,149.0,1185.03,2162.03,2460.03,2.0,2.0,0.0,0,2,2,0,0,0,0,0,0,0,0,4,0
38,Longmont,CO,80504,277.0,0.0,0.0,4.0,0.0,True,False,1.0,177.0,1198.0,1516.0,1516.0,3.0,3.0,0.0,1,0,4,0,0,0,0,0,0,0,0,4,0
65,Denver,CO,80220,1763.0,838.0,1763.0,15.0,10.0,True,True,1.0,0.0,1827.0,2836.4,2836.4,3.0,3.0,0.0,1,3,4,2,2,0,1,0,0,0,0,12,1
60,Grand Lake,CO,80447,14818.12,0.0,50.0,1.0,10.0,True,True,0.0,0.0,0.0,50.0,50.0,1.0,1.0,0.0,1,5,0,0,0,3,8,0,0,0,0,16,1
65,Englewood,CO,80111,3516.28,379.48,1997.04,15.0,8.36,True,True,1.0,188.0,382.77,2859.03,3615.03,4.0,4.0,0.0,0,0,0,1,0,0,2,0,0,0,0,3,0
86,Fraser,CO,80442,1485.37,0.0,390.37,6.0,0.0,True,True,0.0,268.0,0.0,390.37,789.37,1.0,1.0,0.0,0,1,1,1,0,0,3,0,0,0,0,6,1
60,Fraser,CO,80442,1814.15,92.25,252.25,17.0,10.0,True,True,0.0,200.0,92.25,252.25,510.97,5.0,4.0,1.0,1,4,2,6,4,0,6,0,0,0,0,22,1
33,Denver,CO,80233,2021.02,0.0,609.0,4.0,0.0,True,True,1.0,0.0,0.0,820.22,1324.24,5.0,2.0,3.0,1,0,1,0,0,0,0,0,0,0,0,1,1
43,Denver,CO,80212,887.0,0.0,0.0,0.0,0.0,True,True,1.0,59.0,0.0,0.0,0.0,1.0,1.0,0.0,1,2,0,1,0,0,1,0,0,0,0,4,1
48,Westminster,CO,80031,4326.42,714.58,1609.9,10.0,10.0,True,True,1.0,179.0,714.58,1609.9,2195.62,4.0,1.0,3.0,0,0,0,4,0,0,0,0,0,0,0,4,1
37,Denver,CO,80211,737.0,0.0,0.0,0.0,10.0,True,True,1.0,59.0,0.0,0.0,229.0,3.0,3.0,0.0,1,0,0,2,0,0,1,0,0,0,0,3,0
69,Denver,CO,80210,4851.0,538.0,2249.0,9.0,10.0,True,True,1.0,0.0,538.0,2249.0,3275.0,4.0,3.0,1.0,1,0,0,5,9,0,0,0,0,0,0,14,1
45,Boulder,CO,80305,6671.27,1108.19,2181.27,21.0,0.0,True,True,1.0,308.33,1117.19,2193.5,3326.32,4.0,2.0,2.0,1,3,6,2,2,1,2,0,0,0,0,16,1
50,Longmont,CO,80504,5585.04,1509.04,3365.04,8.0,7.83,True,True,1.0,0.0,1509.04,3365.04,3365.04,3.0,1.0,2.0,1,1,4,2,1,0,2,0,0,0,0,10,0
30,Denver,CO,80211,2145.98,710.98,1657.98,17.0,10.0,True,True,1.0,0.0,1608.98,3477.09,3477.09,3.0,3.0,0.0,0,1,1,4,0,4,1,0,0,0,0,11,1
50,Littleton,CO,80123,7258.39,0.0,1564.5,7.0,6.3,True,True,1.0,0.0,0.0,1803.0,2799.49,3.0,1.0,2.0,1,1,3,1,0,0,0,0,0,0,0,5,1
28,Littleton,CO,80121,2012.0,988.0,988.0,5.0,10.0,True,True,1.0,316.0,582.0,1570.0,1570.0,5.0,5.0,0.0,1,13,5,2,1,6,8,0,0,0,0,35,0
40,Boulder,CO,80301,1644.84,0.0,1117.84,3.0,0.0,True,False,1.0,199.0,0.0,1117.84,1346.84,1.0,1.0,0.0,0,1,1,0,0,0,0,0,0,0,0,2,0
42,Winter Park,CO,80482,1521.55,0.0,416.07,7.0,0.0,True,True,0.0,0.0,0.0,416.07,416.07,2.0,2.0,0.0,1,2,0,0,0,1,0,0,0,0,0,3,1
52,Fraser,CO,80442,8643.0,977.0,3058.0,23.0,0.0,True,True,0.0,1009.0,1014.99,4005.51,4225.51,3.0,2.0,1.0,1,0,0,6,8,0,0,0,0,0,0,14,1
36,Englewood,CO,80112,988.08,0.0,0.0,0.0,10.0,True,True,1.0,118.0,184.0,184.0,184.0,2.0,2.0,0.0,1,4,0,0,0,0,3,0,0,0,0,7,0
49,Morrison,CO,80465,696.0,0.0,0.0,2.0,10.0,True,True,1.0,149.0,432.52,432.52,581.52,4.0,1.0,3.0,1,0,0,1,1,0,1,0,0,0,0,3,0
50,Golden,CO,80403,3217.15,0.0,1125.22,36.0,0.0,True,True,1.0,0.0,3098.4,7332.47,9081.17,6.0,4.0,2.0,0,4,5,2,1,4,1,0,0,0,0,17,1
88,Denver,CO,80220,6259.51,520.0,2835.0,11.0,10.0,True,True,1.0,0.0,592.34,2907.34,3584.34,2.0,2.0,0.0,0,10,13,18,8,0,7,0,0,0,0,56,1
63,Fort Lupton,CO,80621,3042.0,669.0,2865.0,6.0,0.0,True,True,1.0,177.0,1348.0,3544.0,3784.0,2.0,2.0,0.0,0,3,4,1,0,1,2,0,0,0,0,11,0
60,Denver,CO,80236,2444.86,0.0,894.34,8.0,10.0,True,True,1.0,59.0,0.0,894.34,1032.34,1.0,1.0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,1
36,Granby,CO,80446,2263.25,0.0,967.25,4.0,0.0,True,True,0.0,59.0,0.0,967.25,967.25,2.0,2.0,0.0,1,0,3,2,0,0,0,0,0,0,0,5,1
66,Littleton,CO,80127,2602.07,508.0,1448.07,24.0,8.81,True,True,1.0,0.0,1543.79,4465.14,4849.14,4.0,4.0,0.0,1,2,0,0,0,0,0,0,0,0,0,2,0
28,Boulder,CO,80301,478.0,0.0,0.0,2.0,0.0,True,True,1.0,59.0,0.0,138.0,138.0,2.0,2.0,0.0,0,0,1,2,1,0,3,0,0,0,0,7,0
60,Broomfield,CO,80020,3644.95,1615.91,2233.91,14.0,10.0,True,True,1.0,59.0,1615.91,2233.91,2233.91,3.0,3.0,0.0,1,1,1,0,3,0,1,0,0,0,0,6,0
29,Aurora,CO,80014,2032.54,480.94,829.54,6.0,0.0,True,True,1.0,354.0,480.94,829.54,829.54,1.0,1.0,0.0,1,13,5,3,0,2,2,0,0,0,0,25,0
73,Boulder,CO,80304,2903.64,442.33,1458.64,29.0,9.61,True,True,1.0,59.0,935.26,3317.17,3593.17,5.0,5.0,0.0,0,0,0,0,0,0,1,0,0,0,0,1,1
27,Denver,CO,80203,478.75,0.0,0.0,1.0,0.0,True,True,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1,0,0,0,1,0,1,0,0,0,0,2,0
36,Littleton,CO,80120,1857.84,0.0,489.0,2.0,10.0,True,True,1.0,0.0,0.0,0.0,489.0,3.0,3.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0
51,Denver,CO,80205,1687.16,411.16,809.16,12.0,10.0,True,True,1.0,0.0,411.16,1303.16,1402.16,2.0,2.0,0.0,1,0,0,0,0,0,1,0,0,0,0,1,1
37,Littleton,CO,80126,2972.69,798.0,1340.69,4.0,10.0,True,True,1.0,59.0,798.0,1340.69,1809.69,2.0,1.0,1.0,1,0,0,2,0,0,0,0,0,0,0,2,1
27,Denver,CO,80212,647.61,428.73,647.61,21.0,9.77,True,True,1.0,0.0,504.14,2180.02,2318.02,3.0,3.0,0.0,0,2,0,0,0,0,0,0,0,0,0,2,0
41,Centennial,CO,80112,5538.54,998.0,2997.54,17.0,0.0,True,True,1.0,298.0,1060.22,3097.12,3835.12,5.0,3.0,2.0,0,0,1,2,1,0,0,0,0,0,0,4,0
36,Denver,CO,80207,471.96,0.0,0.0,1.0,0.0,True,True,1.0,0.0,0.0,25.0,25.0,3.0,3.0,0.0,1,3,1,0,1,0,2,0,0,0,0,7,0
36,Fort Collins,CO,80521,610.0,0.0,0.0,5.0,0.0,True,True,1.0,0.0,0.0,738.0,1077.48,3.0,3.0,0.0,0,6,1,0,3,2,4,0,0,0,0,16,1
49,Westminster,CO,80031,3096.3,28.16,49.2,41.0,0.0,True,True,1.0,112.0,1198.64,3891.81,5218.23,3.0,2.0,1.0,1,6,4,5,1,1,2,0,0,0,0,19,1
45,Boulder,CO,80305,5338.24,1469.29,2942.24,22.0,6.35,True,True,1.0,222.33,2438.14,4565.07,4651.07,4.0,2.0,2.0,1,5,1,0,0,4,0,0,0,0,0,10,0
35,Wheat Ridge,CO,80033,2935.78,488.86,1446.86,19.0,10.0,True,True,1.0,59.0,488.86,1446.86,1564.86,4.0,3.0,1.0,0,0,0,0,0,2,0,0,0,0,0,2,1
30,Denver,CO,80222,3207.0,469.0,1513.0,15.0,10.0,True,True,1.0,59.0,469.0,2190.54,2190.54,3.0,3.0,0.0,1,3,0,0,0,0,4,0,0,0,0,7,1
68,Evergreen,CO,80437,3317.97,0.0,740.0,2.0,10.0,True,True,1.0,357.0,0.0,740.0,1640.16,2.0,2.0,0.0,0,0,1,3,1,0,0,0,0,0,0,5,1
40,Fort Collins,CO,80526,1078.2,1057.88,1078.2,21.0,7.4,True,True,1.0,0.0,3035.88,5759.16,6215.16,5.0,5.0,0.0,0,1,0,1,1,0,0,0,0,0,0,3,0
62,Longmont,CO,80503,960.47,801.47,801.47,5.0,10.0,True,True,1.0,159.0,801.47,801.47,801.47,1.0,1.0,0.0,0,0,0,1,0,0,2,0,0,0,0,3,0
63,Woodland Park,CO,80863,3057.85,1022.17,2050.85,15.0,9.02,True,True,0.0,796.0,1022.17,2050.85,2150.85,4.0,4.0,0.0,0,0,0,2,0,0,0,0,0,0,0,2,0
58,Arvada,CO,80004,4654.83,537.0,2916.83,15.0,0.0,True,True,1.0,714.0,537.0,3103.83,3261.83,4.0,3.0,1.0,0,0,3,0,1,0,1,0,0,0,0,5,0
70,Denver,CO,80219,2861.34,0.0,1111.34,6.0,10.0,True,True,1.0,59.0,0.0,1111.34,1565.34,1.0,1.0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,1
71,Winter Park,CO,80482,2876.76,309.0,907.0,8.0,0.0,True,True,0.0,165.0,393.1,1059.0,1655.0,2.0,2.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1,1
49,Highlands Ranch,CO,80129,5736.26,1550.06,2716.26,24.0,0.0,True,True,1.0,0.0,350.43,4214.06,4902.06,5.0,2.0,3.0,1,5,5,3,1,2,4,0,0,0,0,20,1
30,Boulder,CO,80303,1817.0,159.0,572.0,26.0,10.0,True,True,1.0,59.0,1385.58,3525.06,5489.06,4.0,4.0,0.0,1,4,3,2,1,1,4,0,0,0,0,15,0
45,Boulder,CO,80304,2320.29,0.0,559.0,8.0,10.0,True,True,1.0,118.0,1178.0,3174.0,3981.0,2.0,2.0,0.0,1,3,3,1,0,0,2,0,0,0,0,9,0
21,Castle Rock,CO,80109,918.17,44.27,193.17,31.0,9.84,True,True,1.0,0.0,1691.27,3989.01,4278.77,7.0,6.0,1.0,0,0,2,3,0,0,0,0,0,0,0,5,1
54,Denver,CO,80233,2251.08,973.08,1051.08,3.0,10.0,True,True,1.0,0.0,973.08,1051.08,1315.08,5.0,5.0,0.0,1,0,1,0,1,0,0,0,0,0,0,2,1
47,Denver,CO,80210,11431.8,1443.96,4963.47,16.0,10.0,True,True,1.0,272.6,2232.87,5752.38,8722.81,4.0,2.0,2.0,0,1,0,0,0,0,0,0,0,0,0,1,0
53,Westminster,CO,80021,547.0,0.0,0.0,0.0,0.0,True,True,1.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,1,3,0,0,0,0,0,0,0,0,0,3,0
60,Denver,CO,80228,11864.15,1141.89,4120.18,11.0,10.0,True,True,1.0,413.0,1141.89,4206.58,5339.58,5.0,4.0,1.0,0,4,1,3,2,1,11,0,0,0,0,22,1
30,Arvada,CO,80003,3829.0,0.0,1416.0,4.0,8.78,True,True,1.0,59.0,0.0,1416.0,1633.0,2.0,2.0,0.0,1,2,1,2,1,2,3,0,0,0,0,11,0
48,Englewood,CO,80112,11259.58,3390.07,6591.42,46.0,0.0,True,True,1.0,448.0,3461.55,8472.27,9389.29,4.0,3.0,1.0,0,0,0,0,4,0,0,0,0,0,0,4,1
41,Denver,CO,80249,3846.53,959.72,2048.53,43.0,10.0,True,True,1.0,0.0,1775.68,3393.5,3977.5,3.0,2.0,1.0,1,5,6,8,8,6,9,0,0,0,0,42,1
45,Winter Park,CO,80482,4494.21,399.0,1995.91,12.0,0.0,True,True,0.0,149.0,399.0,1995.91,2419.91,1.0,1.0,0.0,1,6,1,6,3,1,4,0,0,0,0,21,1
45,Parker,CO,80134,3022.41,0.0,439.0,3.0,3.77,True,True,1.0,76.35,0.0,1021.5,1572.68,5.0,4.0,1.0,1,1,0,3,0,0,1,0,0,0,0,5,1
74,Denver,CO,80237,3481.77,400.51,2389.77,23.0,10.0,True,True,1.0,278.0,1195.58,3378.53,4092.53,2.0,2.0,0.0,0,0,3,0,2,0,0,0,0,0,0,5,0
30,Parker,CO,80134,1835.0,0.0,0.0,1.0,10.0,True,True,1.0,118.0,0.0,0.0,0.0,2.0,2.0,0.0,1,3,1,0,0,2,1,0,0,0,0,7,1
56,Englewood,CO,80113,7569.73,0.0,0.0,0.0,10.0,True,True,1.0,149.0,0.0,0.0,0.0,5.0,3.0,2.0,1,0,0,0,0,0,1,0,0,0,0,1,1
48,Denver,CO,80215,1757.64,657.0,682.0,3.0,10.0,True,True,1.0,208.0,657.0,1205.73,1574.73,7.0,5.0,2.0,1,1,1,1,0,1,1,0,0,0,0,5,0
43,Denver,CO,80228,528.0,0.0,0.0,5.0,10.0,True,True,1.0,59.0,0.0,978.0,1027.0,2.0,2.0,0.0,1,2,1,0,0,0,0,0,0,0,0,3,0
62,Golden,CO,80401,1493.3,358.0,918.3,5.0,8.43,True,True,1.0,59.0,179.0,918.3,918.3,2.0,2.0,0.0,0,0,1,0,0,0,2,0,0,0,0,3,0
27,Golden,CO,80401,2053.94,967.94,1065.94,4.0,0.0,True,True,1.0,118.0,967.94,1065.94,1505.94,2.0,2.0,0.0,0,5,0,0,0,0,0,0,0,0,0,5,0
62,Longmont,CO,80503,2412.0,366.0,1340.0,9.0,0.0,True,True,1.0,556.0,745.48,1172.48,2311.48,5.0,5.0,0.0,0,1,0,0,0,0,1,0,0,0,0,2,0
55,Evergreen,CO,80439,23822.83,2057.18,7904.28,23.0,10.0,True,True,1.0,0.0,2080.09,8086.86,10559.86,8.0,4.0,4.0,1,0,3,3,3,0,5,0,0,0,0,14,1
42,Golden,CO,80403,9719.12,1663.24,3321.05,33.0,10.0,True,True,1.0,621.3,3013.16,7092.12,9119.99,4.0,2.0,2.0,0,7,0,0,1,0,4,0,0,0,0,12,1
24,Boulder,CO,80304,1045.34,518.34,927.34,6.0,0.0,True,True,1.0,118.0,562.34,971.34,971.34,4.0,4.0,0.0,0,3,0,0,0,0,0,0,0,0,0,3,0
62,Boulder,CO,80304,3468.0,0.0,0.0,15.0,0.0,True,True,1.0,59.0,129.53,4158.37,4523.37,2.0,2.0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,1
36,Fraser,CO,80442,1963.4,567.96,965.99,22.0,0.0,True,True,0.0,110.0,567.96,965.99,1506.4,7.0,5.0,2.0,0,0,0,2,0,0,1,0,0,0,0,3,0
50,Denver,CO,80238,2732.58,0.0,0.0,0.0,10.0,True,True,1.0,233.0,0.0,0.0,0.0,6.0,3.0,3.0,0,2,0,0,0,0,0,0,0,0,0,2,1
48,Winter Park,CO,80482,2486.78,0.0,1453.78,17.0,4.44,True,True,0.0,295.0,0.0,0.0,0.0,2.0,2.0,0.0,1,5,3,7,0,5,5,0,0,0,0,25,0
69,Denver,CO,80205,1303.23,206.79,572.37,27.0,0.0,True,True,1.0,0.0,220.92,691.5,791.5,7.0,6.0,1.0,1,9,9,10,2,1,11,0,0,0,0,42,0
41,Boulder,CO,80302,4851.05,1476.94,3151.05,25.0,10.0,True,True,1.0,177.0,1510.12,4102.35,4487.35,3.0,2.0,1.0,0,0,1,2,0,1,0,0,0,0,0,4,1
62,Longmont,CO,80503,3761.0,0.0,299.0,3.0,10.0,True,True,1.0,506.0,0.0,956.0,1235.0,3.0,3.0,0.0,1,1,0,0,0,0,2,0,0,0,0,3,0
31,Colorado Springs,CO,80906,678.75,0.0,0.0,0.0,10.0,True,False,0.0,59.0,0.0,0.0,0.0,1.0,1.0,0.0,1,2,5,2,0,4,10,0,0,0,0,23,0
53,Denver,CO,80210,4673.84,998.0,1398.61,16.0,4.94,True,True,1.0,472.0,998.0,3804.61,4642.61,2.0,2.0,0.0,0,0,0,0,0,0,8,0,0,0,0,8,1
69,Fraser,CO,80442,7694.97,1578.11,3455.47,52.0,10.0,True,True,0.0,100.0,1630.4,4505.19,5624.19,6.0,5.0,1.0,1,16,11,20,15,9,10,0,0,0,0,81,1
64,Golden,CO,80401,3986.0,358.0,676.0,2.0,3.6,True,True,1.0,59.0,358.0,1034.0,1332.0,2.0,2.0,0.0,1,4,0,2,0,0,1,0,0,0,0,7,1
38,Denver,CO,80220,2603.05,499.0,1389.05,16.0,0.0,True,True,1.0,357.0,1103.89,2184.94,2632.94,2.0,1.0,1.0,0,1,1,4,1,1,1,0,0,0,0,9,1
45,Steamboat Springs,CO,80487,573.9,274.9,274.9,19.0,10.0,True,True,0.0,0.0,1962.18,2219.18,2612.13,4.0,2.0,2.0,0,0,0,1,1,0,0,0,0,0,0,2,0
60,Winter Park,CO,80482,21634.58,529.0,3865.0,25.0,10.0,True,True,0.0,259.0,529.0,4246.04,5602.04,4.0,4.0,0.0,1,1,2,6,3,1,4,0,0,0,0,17,1
40,Littleton,CO,80123,1958.94,0.0,423.94,26.0,10.0,True,True,1.0,0.0,1276.79,4131.0,4180.0,3.0,2.0,1.0,1,2,2,2,0,0,5,0,0,0,0,11,1
54,Arvada,CO,80005,12200.76,1623.42,6418.73,74.0,10.0,True,True,1.0,246.0,1869.31,7179.22,8514.49,4.0,2.0,2.0,1,4,4,9,6,0,6,0,0,0,0,29,1
22,Monument,CO,80132,1513.44,498.0,1156.0,7.0,0.0,True,True,0.0,0.0,498.0,1495.0,1495.0,7.0,4.0,3.0,0,1,0,0,0,0,0,0,0,0,0,1,1
61,Littleton,CO,80127,1290.0,0.0,0.0,0.0,0.0,True,True,1.0,472.0,0.0,0.0,0.0,3.0,3.0,0.0,0,5,0,1,1,2,0,0,0,0,0,9,1
48,Denver,CO,80205,572.0,0.0,0.0,0.0,0.0,True,False,1.0,118.0,0.0,0.0,0.0,1.0,1.0,0.0,1,3,6,0,1,0,6,0,0,0,0,16,0
51,Littleton,CO,80130,1709.0,0.0,0.0,0.0,0.0,True,True,1.0,224.0,0.0,0.0,0.0,5.0,3.0,2.0,1,0,1,1,0,2,6,0,0,0,0,10,0
51,Denver,CO,80207,2413.91,0.0,647.91,6.0,6.6,True,True,1.0,200.0,0.0,2519.96,2617.96,4.0,2.0,2.0,1,0,3,2,0,0,1,0,0,0,0,6,0
30,Denver,CO,80226,274.0,0.0,0.0,0.0,10.0,True,False,1.0,59.0,0.0,0.0,0.0,2.0,2.0,0.0,0,1,1,2,0,0,3,0,0,0,0,7,1
34,Denver,CO,80211,5429.69,1557.95,3465.69,16.0,5.87,True,True,1.0,118.0,2182.29,4090.03,4090.03,4.0,4.0,0.0,0,0,1,0,0,2,0,0,0,0,0,3,1
51,Denver,CO,80230,6987.21,1746.5,3884.21,18.0,10.0,True,True,1.0,0.0,1866.42,5672.79,7014.79,6.0,3.0,3.0,1,0,0,1,0,0,0,0,0,0,0,1,1
29,Morrison,CO,80465,1836.0,0.0,0.0,28.0,2.12,True,True,1.0,150.0,1697.0,4223.34,5106.34,5.0,5.0,0.0,1,2,2,1,5,3,4,0,0,0,0,17,0
64,Evergreen,CO,80439,4334.78,513.07,1568.75,14.0,0.0,True,True,1.0,472.0,513.07,1568.75,1844.75,2.0,2.0,0.0,1,16,6,6,4,3,7,0,0,0,0,42,1
53,Fort Collins,CO,80525,567.0,0.0,0.0,19.0,10.0,True,True,1.0,0.0,0.0,5336.69,6186.0,5.0,2.0,3.0,0,0,0,1,0,0,0,0,0,0,0,1,1
69,Boulder,CO,80304,3720.78,398.0,1033.08,14.0,9.07,True,True,1.0,348.0,474.71,902.75,1770.88,5.0,5.0,0.0,1,3,3,3,1,0,7,0,0,0,0,17,1
34,Montrose,CO,81401,2038.3,0.0,417.0,1.0,1.01,True,True,0.0,295.0,0.0,417.0,417.0,2.0,2.0,0.0,1,2,0,0,0,3,4,0,0,0,0,9,1
37,Denver,CO,80228,1735.0,229.0,229.0,4.0,0.0,True,True,1.0,177.0,280.7,280.7,280.7,3.0,2.0,1.0,1,3,7,0,0,0,3,0,0,0,0,13,1
42,Castle Rock,CO,80109,1579.02,199.0,437.0,3.0,5.39,True,True,1.0,118.0,199.0,437.0,532.02,4.0,2.0,2.0,1,0,3,0,0,0,6,0,0,0,0,9,1
59,Arvada,CO,80007,7547.07,80.82,6051.64,37.0,0.0,True,True,1.0,208.0,3606.32,12877.07,14367.51,11.0,10.0,1.0,0,1,0,2,0,1,0,0,0,0,0,4,1
49,Aurora,CO,80016,4120.94,716.0,1227.94,4.0,0.0,True,True,1.0,160.0,716.0,1227.94,1368.94,3.0,1.0,2.0,0,2,6,1,3,1,3,0,0,0,0,16,1
