Age,City,StateProvinceCode,PostalCode,CustomerLifetimeSpend,Customer1YearSpend,Customer3YearSpend,IsDeleted,ThreeYearVisitCount,SkiAbility,NearestMajorAirportCode,SkiLoyaltyIndexRating,IsWinterGuest,IsSummerGuest,FrontRangeMarket,CustId,Spend_Winter_2010,Spend_Winter_2011,Spend_Winter_2012,Spend_Winter_2013,Spend_Winter_2014,Spend_Winter_2015,Household1YearSpend,Household3YearSpend,HouseholdLifetimeSpend,HouseholdIncome,NumberOfHouseholdMembers,NumberOfAdults,NumberOfChildren,HouseholdCreateDate,Pass_Winter_2010,Pass_Winter_2011,Pass_Winter_2012,Pass_Winter_2013,Pass_Winter_2014,Pass_Winter_2015,January,February,March,April,November,December,Ski_Resort1,Ski_Resort2,Ski_Resort3,Ski_Resort4,Ski_Resort5
57,Englewood,CO,80113,898,.00,.00,False,13,NULL,DEN,10.00,True,True,1,2256303,0.00,0.00,0.00,0.00,0.00,0.00,997.88,2822.84,3058.84,NULL,3,3,0,2015-09-02 11:38:17.000,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
60,Louisville,CO,80027,2661.48,608.00,1539.48,False,7,NULL,DEN,7.20,True,True,1,2008266,298.00,318.00,377.00,0.00,0.00,179.00,608.00,1539.48,1916.48,NULL,2,2,0,2015-09-02 11:38:17.000,0,0,0,0,1,1,0,1,0,0,0,3,0,0,0,0,4
43,Centennial,CO,80121,1357,103.00,1019.00,False,8,NULL,DEN,10.00,True,False,1,1725072,0.00,338.00,0.00,118.00,0.00,0.00,119.09,1153.09,1153.09,NULL,5,2,3,2015-09-02 11:38:17.000,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,3
23,Littleton,CO,80120,5607.13,716.00,1854.02,False,11,NULL,DEN,10.00,True,True,1,1048148,298.00,0.00,596.00,208.00,636.00,716.00,770.61,2636.30,4269.41,NULL,4,4,0,2015-09-02 11:38:17.000,1,0,1,1,1,0,4,0,2,1,0,7,0,0,0,0,14
52,Winter Park,CO,80482,8948.93,1137.00,4318.93,False,28,NULL,DEN,0.00,True,True,0,1739201,118.00,379.00,434.00,472.00,771.00,199.00,1137.00,4978.93,6246.92,NULL,6,6,0,2015-09-02 11:38:17.000,0,1,1,1,1,1,0,0,2,0,0,0,0,0,0,0,2
50,Boulder,CO,80301,737,.00,.00,False,0,NULL,DEN,0.00,True,True,1,1742745,59.00,229.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,1,1,0,2015-09-02 11:38:17.000,1,0,0,0,0,0,3,0,3,0,2,3,0,0,0,0,11
47,Lafayette,CO,80026,5145.71,18.12,2093.71,False,10,NULL,DEN,0.00,True,True,1,1942066,0.00,0.00,0.00,398.00,0.00,0.00,1266.80,3342.39,3740.39,NULL,4,4,0,2015-09-02 11:38:17.000,1,1,1,0,1,1,1,2,1,0,0,3,0,0,0,0,7
55,Georgetown,CO,80444,480.8,.00,.00,False,0,NULL,DEN,0.00,True,True,0,1445754,30.00,10.00,10.00,0.00,0.00,0.00,0.00,0.00,10.00,NULL,7,5,2,2015-09-02 11:38:17.000,0,1,0,0,0,0,10,12,7,4,5,17,0,0,0,0,55
50,Fort Collins,CO,80524,7116.47,1156.00,3314.45,False,21,NULL,DEN,0.00,True,True,1,2129296,336.00,690.00,0.00,177.00,0.00,179.00,977.00,3543.45,3690.45,NULL,5,2,3,2015-09-02 11:38:17.000,1,1,1,1,1,1,0,0,3,0,0,0,0,0,0,0,3
48,Littleton,CO,80123,11534.17,2899.96,7707.17,False,27,NULL,DEN,9.80,True,True,1,1990473,0.00,0.00,0.00,68.00,0.00,0.00,3097.61,7917.54,8997.81,NULL,8,3,5,2015-09-02 11:38:17.000,1,1,1,1,1,1,4,2,2,0,0,4,0,0,0,0,12
68,Loveland,CO,80538,967,.00,.00,False,0,NULL,DEN,0.00,True,True,1,1081467,59.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,509.00,NULL,2,2,0,2015-09-18 07:00:05.000,1,0,1,0,0,0,4,1,0,1,0,0,0,0,0,0,6
50,Arvada,CO,80005,2440.09,91.49,324.89,False,20,NULL,DEN,10.00,True,True,1,1583750,476.00,459.80,447.00,714.00,0.00,0.00,1707.48,3027.54,3692.54,NULL,4,2,2,2015-09-02 11:38:17.000,0,0,1,0,0,0,1,2,1,2,0,0,0,0,0,0,6
53,Denver,CO,80210,4416.6,723.26,1924.04,False,23,NULL,DEN,8.73,True,True,1,1445004,0.00,0.00,0.00,0.00,414.00,0.00,723.26,1924.04,2019.46,NULL,3,1,2,2015-09-02 11:38:17.000,1,1,1,1,1,1,4,6,4,3,1,3,0,0,0,0,21
45,Denver,CO,80231,5057.67,842.98,1728.82,False,16,NULL,DEN,0.00,True,True,1,1271505,151.20,9.68,1142.36,74.00,387.00,596.00,246.98,1728.82,3008.79,NULL,2,2,0,2015-09-02 11:38:17.000,0,0,1,0,0,0,2,1,1,2,0,1,0,0,0,0,7
43,Broomfield,CO,80020,6550.44,.00,3089.44,False,17,NULL,DEN,10.00,True,True,1,1139961,0.00,0.00,69.00,59.00,0.00,0.00,0.00,3089.44,3993.44,NULL,3,2,1,2015-09-02 11:38:17.000,1,1,1,1,1,0,0,3,0,0,0,0,0,0,0,0,3
67,Lafayette,CO,80026,845.02,12.08,286.02,False,28,NULL,DEN,10.00,True,True,1,1144398,100.00,0.00,0.00,140.00,0.00,0.00,12.08,237.02,286.02,NULL,1,1,0,2015-09-02 11:38:17.000,0,1,1,1,1,0,0,2,1,0,0,1,0,0,0,0,4
58,Centennial,CO,80111,2818,.00,509.00,False,2,NULL,DEN,6.37,True,True,1,1466498,447.00,338.00,237.00,0.00,0.00,0.00,0.00,509.00,746.00,NULL,3,3,0,2015-09-02 11:38:17.000,1,1,1,1,0,0,2,0,3,0,0,3,0,0,0,0,8
27,Littleton,CO,80130,1008,.00,459.00,False,1,NULL,DEN,0.00,True,True,1,1931034,59.00,0.00,0.00,0.00,0.00,0.00,0.00,459.00,459.00,NULL,2,2,0,2015-09-02 11:38:17.000,1,0,0,0,1,0,4,1,0,0,2,2,0,0,0,0,9
56,Englewood,CO,80111,342.14,75.00,135.00,False,18,NULL,DEN,10.00,True,True,1,1225995,0.00,0.00,0.00,30.00,20.00,75.00,550.33,1333.45,1553.36,NULL,5,5,0,2015-10-29 05:00:15.000,1,1,1,0,1,0,1,0,0,0,0,2,0,0,0,0,3
16,Colorado Springs,CO,80921,1158.3,.00,.00,False,10,NULL,DEN,0.00,True,True,0,1814332,278.00,0.00,0.00,0.00,0.00,0.00,90.00,230.00,314.46,NULL,6,4,2,2015-09-02 11:38:17.000,1,0,0,0,0,0,6,4,2,0,1,5,0,0,0,0,18
29,Englewood,CO,80111,1173,.00,758.00,False,4,NULL,DEN,0.00,True,True,1,1738749,0.00,0.00,0.00,0.00,69.00,0.00,579.00,1337.00,1337.00,NULL,4,3,1,2016-03-18 05:00:07.000,1,1,0,1,1,0,1,0,0,0,2,5,0,0,0,0,8
62,Arvada,CO,80007,643,15.00,15.00,False,4,NULL,DEN,10.00,True,True,1,1514178,0.00,0.00,0.00,0.00,0.00,0.00,15.00,15.00,15.00,NULL,1,1,0,2015-09-02 11:38:17.000,0,1,1,0,0,0,2,2,4,2,3,3,0,0,0,0,16
58,Boulder,CO,80303,9159.22,1560.64,5355.98,False,42,NULL,DEN,10.00,True,True,1,1708092,0.00,0.00,0.00,590.00,276.00,0.00,1653.88,5589.98,6369.22,NULL,4,2,2,2015-09-02 11:38:17.000,1,1,1,1,1,1,3,5,0,2,0,1,0,0,0,0,11
47,Denver,CO,80209,13874.31,3639.47,9666.06,False,0,NULL,DEN,0.00,True,True,1,1042509,731.00,836.00,100.00,118.00,626.00,0.00,4139.52,12324.24,14854.24,NULL,6,3,3,2016-08-28 03:00:09.000,1,1,1,1,1,1,0,2,1,3,0,9,0,0,0,0,15
46,Fort Collins,CO,80526,6191.64,119.62,2754.64,False,31,NULL,DEN,0.00,True,True,1,21135232,0.00,0.00,0.00,177.00,0.00,0.00,188.27,4789.66,7381.62,NULL,6,3,3,2016-01-05 05:00:07.000,1,1,1,0,1,1,0,2,5,0,3,0,0,0,0,0,10
52,Fort Collins,CO,80525,4626,1227.00,3600.00,False,9,NULL,DEN,0.00,True,True,1,1827459,59.00,0.00,0.00,59.00,0.00,0.00,1241.13,3614.13,3614.13,NULL,4,3,1,2015-09-02 11:38:17.000,1,0,0,1,1,1,0,2,0,1,0,0,0,0,0,0,3
27,Golden,CO,80401,1529.81,.00,.00,False,0,NULL,DEN,10.00,True,True,1,1170904,59.00,69.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,2,2,0,2015-09-02 11:38:17.000,1,1,0,0,0,0,0,0,2,0,0,3,0,0,0,0,5
71,Boulder,CO,80303,1811.65,12.77,558.65,False,6,NULL,DEN,7.02,True,True,1,1185912,59.00,894.00,298.00,326.00,169.00,179.00,12.77,558.65,707.65,NULL,3,3,0,2015-09-02 11:38:17.000,1,0,0,0,0,0,1,1,2,0,0,3,0,0,0,0,7
78,Golden,CO,80401,3613,749.00,1427.00,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7388451,59.00,0.00,69.00,0.00,0.00,0.00,749.00,1427.00,3613.00,NULL,1,0,1,2015-09-16 07:15:00.000,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1
36,Evergreen,CO,80439,488,.00,.00,False,0,NULL,DEN,0.00,True,False,1,1762115,59.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,1,1,0,2015-09-02 11:38:17.000,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
65,Boulder,CO,80302,2861.98,480.77,1378.98,False,14,NULL,DEN,10.00,True,True,1,2121951,177.00,0.00,0.00,0.00,0.00,0.00,480.77,1378.98,1427.98,NULL,2,2,0,2015-09-02 11:38:17.000,0,1,1,1,1,1,0,0,3,0,0,0,0,0,0,0,3
53,Boulder,CO,80304,6473.46,2025.16,6100.89,False,24,NULL,DEN,9.77,True,True,1,1000093,0.00,0.00,69.00,0.00,207.00,0.00,2025.16,6215.81,8861.73,NULL,5,4,1,2015-09-02 11:38:17.000,0,0,0,0,1,1,2,0,0,2,0,0,0,0,0,0,4
58,Monument,CO,80132,5399.12,840.00,2157.36,False,9,NULL,DEN,5.64,True,True,0,2120620,177.00,0.00,398.00,0.00,0.00,0.00,840.00,2157.36,2160.12,NULL,2,2,0,2015-09-02 11:38:17.000,0,1,0,0,1,1,0,0,2,0,1,1,0,0,0,0,4
45,Denver,CO,80214,1230.91,199.00,692.91,False,4,NULL,DEN,10.00,True,True,1,1949268,149.00,0.00,0.00,298.00,179.00,199.00,199.00,394.91,692.91,NULL,1,1,0,2015-09-02 11:38:17.000,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
77,Fort Collins,CO,80526,1404,.00,678.00,False,4,NULL,DEN,10.00,True,True,1,1548456,0.00,0.00,69.00,0.00,0.00,0.00,0.00,678.00,747.00,NULL,1,1,0,2015-09-02 11:38:17.000,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,2
66,Littleton,CO,80126,4398.17,911.07,1821.17,False,21,NULL,DEN,8.82,True,True,1,1371997,337.00,298.00,287.00,149.00,169.00,199.00,726.20,2267.49,2674.49,NULL,3,3,0,2015-09-02 11:38:17.000,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1
40,Denver,CO,80205,2387,268.00,1077.00,False,6,B - Advanced,DEN,10.00,True,True,1,1464231,104.00,0.00,0.00,0.00,0.00,0.00,268.00,1077.00,1126.00,NULL,1,1,0,2015-09-02 11:38:17.000,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1
48,Littleton,CO,80130,1893.57,.00,897.57,False,10,NULL,DEN,5.79,True,True,1,2127742,149.00,0.00,280.00,298.00,318.00,0.00,0.00,925.19,1623.19,NULL,4,3,1,2015-09-02 11:38:17.000,0,0,0,1,1,0,1,1,2,0,0,0,0,0,0,0,4
49,Arvada,CO,80005,8947.03,1630.73,4629.03,False,23,NULL,DEN,0.00,True,True,1,2135605,0.00,0.00,0.00,0.00,0.00,0.00,1689.55,5945.86,7203.27,NULL,4,2,2,2015-09-02 11:38:17.000,1,1,1,1,1,1,0,0,0,0,2,1,0,0,0,0,3
59,Denver,CO,80202,2400.43,34.15,1364.43,False,8,NULL,DEN,0.00,True,True,1,1100837,278.00,0.00,0.00,0.00,0.00,0.00,34.15,1364.43,1753.43,NULL,2,2,0,2015-09-02 11:38:17.000,0,1,1,1,1,1,2,2,2,3,0,0,0,0,0,0,9
50,Longmont,CO,80503,2221.34,.00,835.34,False,10,NULL,DEN,10.00,True,True,1,1182125,0.00,0.00,0.00,0.00,0.00,0.00,1624.03,3817.37,4403.48,NULL,3,2,1,2015-09-02 11:38:17.000,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1
53,Arvada,CO,80004,2496.27,750.29,2017.11,False,6,NULL,DEN,0.00,True,True,1,1547809,0.00,0.00,0.00,0.00,0.00,179.00,750.29,2017.11,2017.11,NULL,2,2,0,2015-09-02 11:38:17.000,0,0,1,1,1,1,3,3,1,0,0,1,0,0,0,0,8
51,Fort Collins,CO,80528,6273.62,.00,636.00,False,2,NULL,DEN,10.00,True,True,1,1964771,811.40,0.00,0.00,0.00,636.00,0.00,0.00,636.00,636.00,NULL,5,3,2,2015-09-02 11:38:17.000,0,1,0,0,0,0,1,2,3,0,0,2,0,0,0,0,8
50,Parker,CO,80138,3856.15,.00,143.15,False,2,NULL,DEN,10.00,True,True,1,2219326,177.00,338.00,0.00,863.00,0.00,0.00,0.00,180.32,1420.32,NULL,7,6,1,2015-09-02 11:38:17.000,1,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
75,Englewood,CO,80112,3170.56,327.54,1515.56,False,12,NULL,DEN,10.00,True,True,1,1719974,149.00,169.00,251.00,149.00,435.00,0.00,327.54,1356.56,1686.56,NULL,4,2,2,2015-09-02 11:38:17.000,1,1,1,1,1,1,6,8,9,6,0,3,0,0,0,0,32
58,Denver,CO,80241,3058,.00,650.00,False,3,NULL,DEN,0.00,True,True,1,1100694,198.00,0.00,69.00,0.00,0.00,0.00,0.00,650.00,817.00,NULL,3,2,1,2015-09-02 11:38:17.000,1,1,1,1,0,0,0,1,4,0,0,0,0,0,0,0,5
61,Longmont,CO,80503,5728.12,695.76,4702.98,False,28,NULL,DEN,0.00,True,True,1,1727671,282.90,0.00,0.00,552.00,0.00,0.00,724.97,5285.78,5794.78,NULL,4,4,0,2015-09-02 11:38:17.000,0,0,0,1,1,1,0,0,2,0,0,0,0,0,0,0,2
78,Castle Rock,CO,80108,596,.00,.00,False,0,NULL,DEN,0.00,False,False,1,22847322,278.00,159.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,2,2,0,2015-09-02 11:38:17.000,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
49,Littleton,CO,80125,493.54,.00,.00,False,0,NULL,DEN,0.00,True,True,1,1476617,367.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,6,3,3,2015-09-02 11:38:17.000,1,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,4
56,Littleton,CO,80129,14465.48,1870.00,6110.28,False,25,NULL,DEN,10.00,True,True,1,2052820,295.00,690.00,158.00,295.00,138.00,597.00,1870.00,6712.05,8454.27,NULL,6,6,0,2015-09-02 11:38:17.000,0,1,1,1,1,0,4,0,0,0,0,1,0,0,0,0,5
66,Denver,CO,80221,2721.94,409.00,1338.94,False,5,NULL,DEN,0.00,True,True,1,1818010,118.00,0.00,138.00,118.00,0.00,0.00,409.00,1338.94,1476.94,NULL,1,1,0,2015-09-02 11:38:17.000,1,1,1,1,1,1,6,5,5,1,1,6,0,0,0,0,24
28,Louisville,CO,80027,1746,.00,419.00,False,4,NULL,DEN,10.00,True,True,1,2158685,0.00,0.00,207.00,0.00,0.00,0.00,0.00,945.97,1484.97,NULL,7,7,0,2015-09-02 11:38:17.000,1,1,1,1,0,0,2,0,2,0,2,4,0,0,0,0,10
49,Golden,CO,80403,3160.53,19.13,651.13,False,18,NULL,DEN,0.00,True,True,1,1106101,0.00,0.00,0.00,0.00,632.00,0.00,957.13,3327.05,3327.05,NULL,2,2,0,2015-09-18 07:00:05.000,1,1,1,0,0,0,5,1,2,3,0,1,0,0,0,0,12
74,Tabernash,CO,80478,605,.00,.00,False,0,NULL,DEN,0.00,True,True,0,2115356,236.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,2,2,0,2015-09-02 11:38:17.000,1,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,6
53,Lakewood,CO,80228,2063,.00,628.00,False,3,NULL,DEN,5.52,True,True,1,1474327,59.00,0.00,0.00,0.00,258.00,0.00,0.00,628.00,677.00,NULL,2,2,0,2015-09-02 11:38:17.000,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
59,Denver,CO,80206,2728.39,837.00,848.37,False,34,NULL,DEN,10.00,True,True,1,1043963,118.00,743.00,0.00,0.00,0.00,179.00,1751.65,5491.04,6444.25,NULL,6,5,1,2015-09-02 11:38:17.000,1,1,0,0,0,1,7,1,0,0,0,6,0,0,0,0,14
46,Denver,CO,80207,9424.85,935.00,6140.94,False,28,B - Advanced,DEN,0.00,True,True,1,1134697,59.00,0.00,0.00,0.00,0.00,95.00,3781.07,13216.17,13344.17,NULL,4,2,2,2015-09-02 11:38:17.000,0,1,0,0,1,1,6,2,4,2,0,3,0,0,0,0,17
24,Larkspur,CO,80118,3688,1054.00,2072.00,False,8,NULL,DEN,0.00,True,True,1,22849907,0.00,0.00,138.00,0.00,0.00,0.00,1402.00,1921.00,3487.59,NULL,5,5,0,2015-12-19 05:00:06.000,0,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,2
44,Denver,CO,80218,1987.99,199.00,1250.99,False,4,NULL,DEN,6.91,True,True,1,1586140,159.00,0.00,149.00,0.00,358.00,199.00,199.00,1250.99,1250.99,NULL,2,1,1,2015-09-02 11:38:17.000,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
45,Boulder,CO,80305,2683.05,538.83,1626.83,False,10,NULL,DEN,0.00,True,True,1,1258392,118.00,0.00,0.00,0.00,0.00,0.00,538.83,1626.83,1687.05,NULL,1,1,0,2015-09-02 11:38:17.000,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,2
28,Denver,CO,80206,2333.53,910.53,1509.53,False,10,NULL,DEN,8.72,True,True,1,1739728,0.00,307.00,158.00,140.00,0.00,0.00,910.53,1818.53,1976.53,NULL,2,2,0,2016-01-22 05:00:07.000,0,1,0,0,1,1,0,0,1,0,0,3,0,0,0,0,4
62,Louisville,CO,80027,3918.91,469.00,1688.91,False,17,NULL,DEN,10.00,True,True,1,1889354,407.00,207.00,149.00,497.00,228.00,0.00,469.00,1688.91,1688.91,NULL,3,3,0,2015-09-02 11:38:17.000,0,1,0,0,1,1,0,5,0,0,0,1,0,0,0,0,6
39,Englewood,CO,80110,4905.91,1359.16,3378.91,False,16,NULL,DEN,0.00,True,True,1,1703203,171.00,0.00,59.00,63.13,0.00,0.00,1359.16,3378.91,3437.91,NULL,4,2,2,2015-09-02 11:38:17.000,1,1,1,1,1,1,1,1,1,1,0,5,0,0,0,0,9
61,Englewood,CO,80112,877,.00,.00,False,0,NULL,DEN,0.00,True,True,1,2005020,59.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,2,2,0,2015-09-02 11:38:17.000,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
39,Denver,CO,80222,1292.89,.00,.00,False,1,NULL,DEN,10.00,True,False,1,1454705,149.00,0.00,158.00,0.00,0.00,0.00,0.00,0.00,706.73,NULL,2,2,0,2016-08-28 03:00:09.000,1,0,1,0,0,0,1,1,2,2,0,2,0,0,0,0,8
33,Denver,CO,80206,1895.53,.00,447.00,False,8,NULL,DEN,4.98,True,True,1,1545101,0.00,0.00,0.00,258.00,318.00,0.00,0.00,1304.20,1824.73,NULL,2,2,0,2015-09-02 11:38:17.000,1,0,0,0,0,0,2,3,2,0,1,3,0,0,0,0,11
16,Loveland,CO,80537,756.53,53.00,547.53,False,7,NULL,DEN,0.00,True,True,1,1178481,0.00,0.00,0.00,0.00,138.00,0.00,53.00,547.53,547.53,NULL,2,1,1,2015-09-02 11:38:17.000,0,1,0,0,0,1,1,1,4,0,2,3,0,0,0,0,11
44,Superior,CO,80027,11655.44,1757.00,5464.00,False,23,NULL,DEN,10.00,True,True,1,1736645,407.00,0.00,361.00,0.00,0.00,0.00,1931.72,5638.72,8335.22,NULL,5,2,3,2015-09-02 11:38:17.000,1,1,1,1,1,1,0,0,5,1,1,0,0,0,0,0,7
36,Denver,CO,80221,1428.84,.00,907.00,False,3,NULL,DEN,10.00,True,True,1,1484042,0.00,0.00,0.00,0.00,69.00,0.00,0.00,907.00,1146.00,NULL,3,2,1,2015-09-02 11:38:17.000,0,0,1,0,1,0,0,1,2,0,1,2,0,0,0,0,6
55,Fort Collins,CO,80524,2994,.00,399.00,False,9,NULL,DEN,10.00,True,True,1,1125128,596.00,447.00,447.00,0.00,0.00,0.00,429.00,861.96,861.96,NULL,6,6,0,2016-02-22 05:00:07.000,0,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,3
37,Denver,CO,80218,2841,.00,908.00,False,5,NULL,DEN,0.00,True,True,1,1746841,59.00,87.56,0.00,0.00,0.00,0.00,0.00,908.00,908.00,NULL,2,2,0,2015-09-02 11:38:17.000,1,1,1,0,1,1,1,1,2,0,3,0,0,0,0,0,7
60,Evergreen,CO,80439,4105.55,54.00,1140.05,False,26,NULL,DEN,0.00,True,True,1,2159412,177.00,0.00,79.00,0.00,0.00,0.00,992.00,2935.55,3249.17,NULL,2,2,0,2016-04-14 05:00:07.000,0,1,1,0,1,0,0,0,0,3,0,1,0,0,0,0,4
48,Louisville,CO,80027,9306.53,1962.00,4783.53,False,30,NULL,DEN,7.63,True,True,1,1595818,0.00,0.00,69.00,59.00,0.00,0.00,2471.16,5421.44,6013.31,NULL,4,2,2,2015-09-18 07:00:05.000,1,1,1,1,1,1,0,2,0,0,0,2,0,0,0,0,4
28,Fort Collins,CO,80526,766.03,.00,.00,False,2,NULL,DEN,1.25,True,True,1,1455907,177.00,0.00,0.00,0.00,0.00,0.00,0.00,39.00,39.00,NULL,4,4,0,2015-09-02 11:38:17.000,1,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,6
45,Greeley,CO,80631,568,.00,.00,False,0,NULL,DEN,0.00,False,True,1,1663561,149.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,3,3,0,2015-09-02 11:38:17.000,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,3
36,Denver,CO,80220,2682,420.00,1187.00,False,10,NULL,DEN,0.00,True,True,1,1951074,118.00,0.00,0.00,169.00,0.00,0.00,420.00,1217.17,1416.17,NULL,7,7,0,2015-09-02 11:38:17.000,1,1,1,0,1,1,2,2,2,2,1,5,0,0,0,0,14
34,Boulder,CO,80303,3436,179.00,1044.00,False,13,NULL,DEN,10.00,True,True,1,2017045,149.00,0.00,287.00,416.00,159.00,179.00,179.00,1011.03,1956.03,NULL,3,2,1,2015-09-02 11:38:17.000,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1
37,Denver,CO,80211,811.84,.00,513.84,False,19,NULL,DEN,10.00,True,True,1,1960466,298.00,0.00,0.00,0.00,0.00,0.00,276.75,2993.78,2993.78,NULL,4,4,0,2015-09-07 07:00:09.000,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,2
70,Englewood,CO,80111,5637.57,1518.00,2794.57,False,7,NULL,DEN,0.00,True,True,1,1742075,531.00,0.00,0.00,0.00,483.00,0.00,1518.00,3612.57,3710.57,NULL,1,1,0,2015-09-02 11:38:17.000,0,1,1,1,1,1,0,1,0,0,0,8,0,0,0,0,9
45,Denver,CO,80207,12249.1,2631.61,6860.77,False,28,B - Advanced,DEN,10.00,True,True,1,1130867,152.20,164.59,30.00,0.00,0.00,0.00,3781.07,13216.17,13344.17,NULL,4,2,2,2015-09-02 11:38:17.000,1,1,0,1,1,1,6,2,3,2,0,4,0,0,0,0,17
39,Golden,CO,80403,5619.96,3446.96,3638.96,False,13,NULL,DEN,10.00,True,True,1,2177869,15.00,15.00,0.00,0.00,0.00,0.00,3623.44,3873.44,3873.44,NULL,4,2,2,2016-08-28 03:00:09.000,0,1,0,0,0,1,4,1,0,0,0,1,0,0,0,0,6
48,Arvada,CO,80007,9764.55,2496.21,5539.17,False,38,NULL,DEN,10.00,True,True,1,1958528,236.00,0.00,526.00,596.00,770.00,0.00,2731.98,4880.11,6351.93,NULL,5,3,2,2015-09-02 11:38:17.000,1,1,1,1,1,1,1,9,3,0,1,3,0,0,0,0,17
53,Boulder,CO,80305,4858,640.00,877.00,False,20,NULL,DEN,10.00,True,True,1,1023966,423.00,0.00,0.00,0.00,139.00,0.00,1688.00,2003.00,2071.00,NULL,8,6,2,2015-09-02 11:38:17.000,0,1,1,0,0,1,0,0,0,0,0,3,0,0,0,0,3
65,Monument,CO,80132,1123.61,350.00,974.61,False,10,NULL,DEN,10.00,True,True,0,1494095,149.00,0.00,0.00,159.00,386.00,0.00,350.00,974.61,974.61,NULL,1,1,0,2015-09-02 11:38:17.000,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,4
31,Fort Collins,CO,80526,489,.00,.00,False,0,NULL,DEN,3.00,True,False,1,1541211,59.00,0.00,0.00,0.00,0.00,0.00,187.00,187.00,219.88,NULL,7,6,1,2016-08-28 03:00:09.000,1,0,0,0,0,0,3,1,0,0,0,4,0,0,0,0,8
53,Golden,CO,80401,8139.99,199.00,3373.99,False,17,NULL,DEN,0.00,True,True,1,1844030,224.00,138.00,0.00,295.00,0.00,0.00,199.00,5570.41,5766.41,NULL,6,5,1,2016-08-13 03:00:09.000,0,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,2
28,Littleton,CO,80129,1445,579.00,579.00,False,3,NULL,DEN,0.00,True,True,1,1481463,118.00,0.00,0.00,0.00,0.00,0.00,1168.00,1168.00,1168.00,NULL,1,1,0,2015-09-24 07:00:13.000,1,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,3
51,Denver,CO,80216,4709.1,570.79,2295.10,False,19,NULL,DEN,10.00,True,True,1,1947330,295.00,323.00,0.00,236.00,514.00,0.00,570.79,2295.10,2784.10,NULL,1,1,0,2015-09-02 11:38:17.000,1,1,1,1,1,1,3,2,3,0,0,2,0,0,0,0,10
40,Wheat Ridge,CO,80033,1838.52,516.11,1540.52,False,10,NULL,DEN,10.00,True,True,1,1997918,149.00,0.00,149.00,0.00,0.00,0.00,516.11,1540.52,1540.52,NULL,1,1,0,2015-09-02 11:38:17.000,0,0,0,1,1,1,1,0,2,0,0,0,0,0,0,0,3
40,Longmont,CO,80503,2721.11,.00,740.00,False,2,NULL,DEN,4.89,True,True,1,1942816,118.00,0.00,298.00,0.00,0.00,0.00,0.00,740.00,1284.97,NULL,1,1,0,2015-09-02 11:38:17.000,1,0,0,1,0,0,0,2,0,2,0,0,0,0,0,0,4
31,Castle Rock,CO,80108,448,.00,389.00,False,24,NULL,DEN,0.00,True,True,1,1733585,59.00,0.00,0.00,0.00,0.00,0.00,1611.41,5059.31,6177.19,NULL,4,4,0,2015-09-02 11:38:17.000,0,0,0,1,0,0,2,2,3,0,2,2,0,0,0,0,11
